title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian,processing_error
How To Blanch Vegetables,"['Asparagus: 3 minutes', 'Broccoli, chopped or stalks: 3 minutes', 'Brussels Sprouts: 3-5 minutes, depending on size', 'Carrots, diced or strips: 2 minutes', 'Cauliflower: 3 minutes', 'Green Beans: 3 minutes', 'Greens like spinach, 2 minutes', 'Snow or Sugar Snap Peas: 2-3 minutes', 'Summer Squash, slices or chunks: 3 minutes']","[{""ingredient"": ""Asparagus"", ""heat_processed"": true}, {""ingredient"": ""Broccoli, chopped or stalks"", ""heat_processed"": true}, {""ingredient"": ""Brussels Sprouts"", ""heat_processed"": true}, {""ingredient"": ""Carrots, diced or strips"", ""heat_processed"": true}, {""ingredient"": ""Cauliflower"", ""heat_processed"": true}, {""ingredient"": ""Green Beans"", ""heat_processed"": true}, {""ingredient"": ""Greens like spinach"", ""heat_processed"": true}, {""ingredient"": ""Snow or Sugar Snap Peas"", ""heat_processed"": true}, {""ingredient"": ""Summer Squash, slices or chunks"", ""heat_processed"": true}]","1. Fill a large pot with water, add 1-2 tablespoons salt, and bring it to a rolling boil. You need enough water in the pan that the boil will continue after you add the raw veggies. Keep that roiling boil going!
2. Drop in the raw veggies and set a timer; see list below.
3. When the time is up, drain the veggies and run them under cold water to stop the cooking process.
4. Congratulations! You’re blanched. 
You might, should the mood strike, say in a very dramatic voice with a wistful expression on your face, “Whoever you are, I have always depended on the kindness of strangers.”",en,True,"[""Italian"", ""Chinese"", ""Japanese""]",True,True,
Bacon Bourbon Brownies,"['1/2 lb. bacon (recommended: Oscar Mayer center cut, thick)', '1/2 cup chopped pecans', 'bourbon (recommended: Jim Beam)', '5 ounces bittersweet baking chocolate, chopped (recommended: Nestle)', '2 ounces Baker’s unsweetened baking chocolate, chopped (recommended: Baker’s)', '8 tablespoons (1 stick) unsalted butter, cut into quarters', '3 tablespoons cocoa powder (recommended: Penzeys)', '3 large eggs', '1 1/4 cups (8.75 ounces) sugar', '2 teaspoons vanilla extract', '1/2 teaspoon salt', '1 cup (5 ounces) unbleached all-purpose flour']","[{""ingredient"": ""bacon"", ""heat_processed"": true}, {""ingredient"": ""pecans"", ""heat_processed"": true}, {""ingredient"": ""bourbon"", ""heat_processed"": true}, {""ingredient"": ""bittersweet baking chocolate"", ""heat_processed"": true}, {""ingredient"": ""unsweetened baking chocolate"", ""heat_processed"": true}, {""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""cocoa powder"", ""heat_processed"": true}, {""ingredient"": ""flour"", ""heat_processed"": true}]","1. Heat oven to 425F.
2. Place chopped pecans in a small bowl and add enough bourbon to just cover them. Set aside to soak up the bourbon. Resist the urge to take a slug of the bourbon because you’re waiting waiting waiting and saving saving saving your treat for the finished brownies.
3. Cover a baking pan with aluminum foil. Place bacon in a single layer on the baking sheet. Bake 6-7 minutes, then rotate the pan 180-degrees. Bake an additional 4-7 minutes, or until very crispy. Drain bacon on paper towels and set aside to cool. When cool, chop to desired crumble size. I chopped mine to about a 1/8-inch mince because I wanted some bacon pieces, rather than bacon dust. Ditto for the nuts.
4. Reduce oven temperature to 350F.
5. When about half the bourbon has been absorbed by the pecans, use a slotted spoon to transfer them to a baking sheet. Keep the bourbon! Spread the pecans in a single layer and toast them in the 350F oven for 7-10 minutes. Reserve one teaspoon of the bourbon and drizzle the rest of the bourbon over the pecans. Roast an additional 5-10 minutes until they’re toasty brown and are glazed with the bourbon. Set aside.
6. Spray an 8-inch square baking pan with non-stick spray. You can also use a Baker’s Edge pan if you like brownie edges. I like the edges a lot, so I tried the Baker’s Edge pan. Next time, I think I’d go for the traditional square pan to preserve more of the molten fudginess.
7. In a medium heatproof bowl set over a pan of almost-simmering water (or a double-boiler), melt the chocolates and butter, stirring occasionally until smooth. Whisk in the cocoa until smooth. Set aside to cool.
8. In a medium bowl, whisk together the eggs, sugar, vanilla, salt, and reserved teaspoon of bourbon. Mix until combined, about 15 seconds. Whisk the warm chocolate mixture into the egg mixture, then stir in the flour with a wooden spoon until just combined.
9. Gently fold in the nuts and bacon. Pour the mixture into the baking pan, using a spatula to smooth and spread into the corners.
10. Bake until slightly puffed and a toothpick insered in the center comes out with a small amount of sticky crumbs clinging to it. THIS IS IMPORTANT! For an 8-inch pan, that’s about 35 to 40 minutes. For a Baker’s Edge pan, it’s only about 15-20 minutes. (I baked for 20 minutes and next time, I will definitely check the oven at 15. I would have liked them a little more fudgy-textured.)
11. Cool on a wire rack in the pan for about 2 hours. Cut into 1-inch squares. Do not cut brownies unitl ready to serve; uncut brownies can be wrapped in plastic and refrigerated up to 5 days.",en,True,"[""American"", ""Fusion""]",False,False,
Potato Chip & Bacon Cookies,"['3/4 cup unsalted butter', '3/4 cup sugar', '1 egg yolk', '1 teaspoon\xa0vanilla extract', '1 1/4 cups flour', '1/4 teaspoon\xa0salt', '1/2 cup finely chopped pecans', '1/2 cup finely crushed plain potato chips (It takes about 1-2 cups whole chips to make 1/2 cup crushed.)', '1 pound\xa0bacon', 'a little extra butter and sugar for the tops', 'approximately\xa036 pecan halves for the tops']","[{""ingredient"": ""unsalted butter"", ""heat_processed"": true}, {""ingredient"": ""sugar"", ""heat_processed"": true}, {""ingredient"": ""egg yolk"", ""heat_processed"": true}, {""ingredient"": ""vanilla extract"", ""heat_processed"": true}, {""ingredient"": ""flour"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""finely chopped pecans"", ""heat_processed"": false}, {""ingredient"": ""finely crushed plain potato chips"", ""heat_processed"": true}, {""ingredient"": ""bacon"", ""heat_processed"": true}, {""ingredient"": ""extra butter"", ""heat_processed"": true}, {""ingredient"": ""extra sugar"", ""heat_processed"": true}, {""ingredient"": ""pecan halves"", ""heat_processed"": false}]","1. Crush the chips. Chip crushing tip: Put the chips in a plastic bag and bash the hell out of it with a rolling pin. Agression release AND delicious cookie ingredient! You want about 1/2 cup chip crumbs for the cookies.
2. Make the bacon. Preheat the oven to 400F. Place the bacon strips in a single layer on a cookie sheet with a lip or in two 13X9 pans. Bake the bacon for 10-12 minutes, or until really crispy. Remove from pan and drain on paper towels, then crush. Use the chip crushing technique above. You want about 1/2 to 3/4 cup crushed bacon for the cookies.
3. Bring butter to room temperature; you should be able to make an indent in the stick with your finger when you apply pressure, but it should not be soft or melted. Combine butter, sugar, egg yolk, and vanilla in a mixing bowl. Cream the ingredients together for 3 minutes, until fluffy and smooth.
4. Mix flour and salt together in a small bowl, then add to butter/sugar mixture. Blend just until combined.
5. Add nuts, potato chips, and bacon. Mix until combined.
6. Roll dough into a ball, wrap in plastic, and refrigerate for an hour or so. Drink two glasses of water to help make sure you stay hydrated during the holidays. Maybe even do 10 pushups while you think about the cookies.
7. Preheat oven to 375F.
8. Remove dough from fridge. Roll pieces of dough into 1.5-inch balls and set on cookie sheet, about 2 inches apart. (They will expand a little bit, but not much.)
9. Butter the bottom of a glass, dip it in sugar, then gently flatten the dough balls. Top with a pecan.
10. Bake for 9-10 minutes, until the cookies are set but not browned.
11. Allow to cool on the cookie sheet so they don’t break.
12. Eat, enjoy, and amaze your friends with cookies laced with bacon and potato chips.",en,True,"[""American"", ""Fusion""]",False,False,
Easy Air Fryer Pork Tenderloin,"['1 tablespoon brown sugar', '2 teaspoons smoked paprika', '1 1/4 teaspoons coarse kosher salt', '3/4 teaspoon garlic powder', '3/4 teaspoon onion powder', '1/4 teaspoon coarsely ground black pepper', '1 to 2 tablespoons olive oil (see note)', '1 medium (about 1.5 pounds) pork tenderloin (see note)']","[{""ingredient"": ""brown sugar"", ""heat_processed"": false}, {""ingredient"": ""smoked paprika"", ""heat_processed"": false}, {""ingredient"": ""coarse kosher salt"", ""heat_processed"": false}, {""ingredient"": ""garlic powder"", ""heat_processed"": false}, {""ingredient"": ""onion powder"", ""heat_processed"": false}, {""ingredient"": ""coarsely ground black pepper"", ""heat_processed"": false}, {""ingredient"": ""olive oil"", ""heat_processed"": false}, {""ingredient"": ""pork tenderloin"", ""heat_processed"": false}]","Mix the brown sugar and spices together in a small bowl.
Drizzle the pork with olive oil to coat evenly.
Sprinkle the spice mixture evenly over the pork rubbing it into all sides of the pork. It might seem like a lot of dry mix to use - but try to use all of it for maximum flavor.
Preheat air fryer to 400 degrees F for at least 5 minutes. (See note for oven cooking method.)
Place pork into the air fryer (use parchment to line the air fryer for easier cleanup, if desired) and cook for 18 to 22 minutes until an instant-read thermometer registers 145 degrees F at the thickest part.
Remove pork from the air fryer to a cutting board. Tent lightly with foil and let rest for 5 to 10 minutes before slicing. Pour any extra juice from the air fryer or cutting board over the pork before serving.",en,True,"[""American"", ""Mediterranean"", ""Asian""]",False,False,
Easy Same Day Ciabatta Rolls,"['2 cups very warm water (105 to 110 degrees F)', '1 tablespoon instant yeast', '4 cups bread flour', '1 1/2 teaspoons table salt']","[{""ingredient"": ""water"", ""heat_processed"": true}, {""ingredient"": ""yeast"", ""heat_processed"": true}, {""ingredient"": ""bread flour"", ""heat_processed"": false}, {""ingredient"": ""table salt"", ""heat_processed"": false}]","In a large bowl, stir together the water and yeast. Let stand for 5 to 6 minutes until the yeast is foamy.
Add the flour and salt and mix until combined and no dry streaks remain. The dough will be shaggy in texture.
Cover and let rest for 45 to 60 minutes until the dough is puffy.
Stretch and fold the dough: wet your hand with cool water so the dough doesn't stick. Pull the dough up and over and fold it on top of the dough. Turn the bowl about a third of a turn and repeat the stretch and fold. Do this one more time.
Cover and let rest for 45 to 60 minutes. Repeat the stretch and folds (3 to 4 stretch and folds around the dough).
Cover and let the dough rise in a warm, draft-free spot until doubled in size, 1 to 1 1/2 hours.
Line two half sheet pans with parchment paper, lightly grease with cooking spray and set aside.
On a lightly floured counter, gently turn the bowl on its side and lightly scrape to release it (or let gravity do the work) so the dough pulls out of the bowl and onto the counter without deflating. You don't want to get rid of the air bubbles that have formed during the stretching, folding and rising.
Gently pat the dough into a rectangle, about 8X12 inches and at least 1/2 to 3/4-inch thick.
Use a pizza cutter, bench scraper or sharp knife to cut the dough into about 8 or 10 squares or rectangles. Don't deflate the dough while cutting.
Place the rolls on the prepared sheet pans, spacing about 1 to 2 inches apart. Cover and let rise until noticeably puffy, 45 to 60 minutes.
Preheat oven to 425 degrees F. Place a pan of hot water on the bottom oven rack while the oven preheats OR toss several ice cubes into the bottom of the oven (make sure they don't land on the glass door) right before placing the pan of rolls in the oven.
Bake for 15 to 16 minutes until golden brown and baked through.",en,True,"[""Italian"", ""French"", ""American""]",True,True,
Amazing Lemon Blueberry Scones,"['3 1/2 cups all-purpose flour', '1/3 cup granulated sugar', '1 tablespoon fresh lemon zest (from 1 to 2 lemons)', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '3/4 cup cold salted butter', '3/4 cup + 2 tablespoons buttermilk', '1/4 cup fresh lemon juice (from 1 to 2 lemons)', '1 to 1 1/4 cups fresh blueberries (see note for frozen berries and other fruit options)', '2 tablespoons melted butter', 'Coarse or turbinado sugar, for sprinkling', '1 1/4 cups powdered sugar', '2 tablespoons fresh lemon juice']","[{""ingredient"": ""all-purpose flour"", ""heat_processed"": true}, {""ingredient"": ""granulated sugar"", ""heat_processed"": true}, {""ingredient"": ""fresh lemon zest"", ""heat_processed"": false}, {""ingredient"": ""baking powder"", ""heat_processed"": false}, {""ingredient"": ""baking soda"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""cold salted butter"", ""heat_processed"": false}, {""ingredient"": ""buttermilk"", ""heat_processed"": false}, {""ingredient"": ""fresh lemon juice"", ""heat_processed"": false}, {""ingredient"": ""fresh blueberries"", ""heat_processed"": false}, {""ingredient"": ""melted butter"", ""heat_processed"": true}, {""ingredient"": ""coarse or turbinado sugar"", ""heat_processed"": false}, {""ingredient"": ""powdered sugar"", ""heat_processed"": false}, {""ingredient"": ""additional buttermilk"", ""heat_processed"": false}]","Preheat the oven to 400 degrees F. Line a half sheet pan with parchment paper and set aside.
In a large bowl, combine the flour, sugar, lemon zest, baking powder, baking soda and salt; mix well.
Using the large holes of a box grater, grate the cold butter into the dry ingredients and toss until the butter shreds are evenly coated with the flour mixture. (See note for food processor or pastry blender mixing method.)
Add the blueberries and toss to combine.
Add the buttermilk and lemon juice. With a silicone spatula, stir/fold until the mixture starts to come together. Mix gently so the blueberries don't get mashed (it's ok if a few of them burst but most of them should stay intact).
Don't over mix the scone dough; it’s ok if there are dry spots here and there. Pieces of dough should come together when pressed between your fingers. Add additional buttermilk a tablespoon at a time only if the dough is extremely dry and crumbly.
Turn the dough out onto a counter dusted with 1 to 2 tablespoons flour. Use your hands to bring the dough together into a cohesive mass - just do your best to work with and around the blueberries. Lightly knead/fold the dough once or twice.
Pat and press the dough into a long rectangle, about 15X3-inches.
Use a bench scraper or knife to cut the dough into 10 to 12 triangular wedges. Place the scones 1/2-inch apart on the prepared baking sheet. Brush the tops with melted butter and sprinkle with sugar.
Bake for 15 minutes until very lightly golden on the bottom and sides and no longer doughy in the center. Let cool on the pan or remove to a wire rack to cool completely.
For the glaze, whisk together the powdered sugar and lemon juice, adding additional lemon juice, if needed, until the glaze is thick but pourable (add extra powdered sugar a tablespoon at a time if it needs thickening up). Drizzle the glaze over the cooled scones.
Serve the scones lightly warm or at room temperature.",en,True,"[""American"", ""French"", ""Canadian""]",False,True,
Slow Cooker Ham and Bean Soup,"['1 pound dry Great Northern beans', '1 tablespoon olive oil', '1 cup diced carrots', '1/2 cup diced celery', '1/2 cup diced onions', '2 cloves garlic, finely minced', '2 bay leaves', '8 cups low-sodium chicken broth (see note)', '1 leftover ham bone (see note)', 'Additional chopped ham, optional (see note)']","[{""ingredient"": ""dry Great Northern beans"", ""heat_processed"": false}, {""ingredient"": ""olive oil"", ""heat_processed"": true}, {""ingredient"": ""carrots"", ""heat_processed"": true}, {""ingredient"": ""celery"", ""heat_processed"": true}, {""ingredient"": ""onions"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""bay leaves"", ""heat_processed"": false}, {""ingredient"": ""chicken broth"", ""heat_processed"": true}, {""ingredient"": ""ham bone"", ""heat_processed"": true}, {""ingredient"": ""additional chopped ham"", ""heat_processed"": true}]","Add beans to slow cooker. Add room temperature water to cover by 2 inches. Let the beans soak overnight (8 to 12 hours).
Drain the beans and return to the slow cooker.
Heat the olive oil in a skillet over medium heat. Add the carrots, celery, onions and garlic. Cook, stirring often, until the onions are translucent, about 5 to 6 minutes. Scrape the mixture into the slow cooker.
Add bay leaves and chicken broth and give the mixture a stir.
Nestle the ham bone into the soup. Cover and cook on low for 10 hours or on high for 6 hours until the beans are soft. If you're planning to add additional ham (really only necessary if the ham bone used wasn't super meaty), add it a couple hours before cooking time ends.
Remove ham bone to a plate or dish (and any large ham pieces that may have fallen off during cooking). Shred ham into small pieces and return to the slow cooker.
If desired, use a potato masher to lightly mash the beans in the soup for a creamier consistency.
Taste and season with salt, if needed. Serve immediately or keep warm until ready to serve. This soup gets thicker the longer it rests. The leftovers are super thick and creamy (in a deliciously good way).",en,True,"[""American"", ""French"", ""Italian""]",False,False,
Cheesy Garlic Smashed Potatoes,"['2 1/2 to 3 pounds small potatoes (any variety)', 'Salt and pepper, to taste', '3 tablespoons melted salted butter', '1/2 teaspoon garlic powder', '1 to 2 cups shredded cheddar cheese or a Monterey Jack/Cheddar blend', '8 slices pre-cooked bacon, chopped (see note to use uncooked bacon)', '2 to 3 tablespoons finely chopped green onions or chives']","[{""ingredient"": ""small potatoes"", ""heat_processed"": true}, {""ingredient"": ""salt and pepper"", ""heat_processed"": false}, {""ingredient"": ""melted salted butter"", ""heat_processed"": true}, {""ingredient"": ""garlic powder"", ""heat_processed"": false}, {""ingredient"": ""shredded cheddar cheese"", ""heat_processed"": false}, {""ingredient"": ""chopped bacon"", ""heat_processed"": true}, {""ingredient"": ""finely chopped green onions or chives"", ""heat_processed"": false}]","Preheat oven to 400 degrees F.
Lightly grease a half sheet pan (large, rimmed baking sheet) and scatter potatoes in an even layer across the pan. There should be plenty of room in between the potatoes. If the sheet pan is too crowded, there won't be room to smash them after they have baked.
Cover with foil and bake for 40 to 45 minutes until the potatoes are tender when pierced with a knife or fork.
Use a potato masher to smash the potatoes. Depending on how you want them, you can really lean into it and smash them thin, or you can lightly smash so they potatoes stay thicker.
Season lightly with salt and pepper. Stir together the melted butter and garlic powder. Drizzle over the top of the potatoes.
Sprinkle evenly with cheese and bacon. Return to the oven and bake until the cheese is melted and the bacon is sizzling.
Top with chopped chives or green onions and serve immediately.",en,True,"[""American"", ""American"", ""American""]",False,False,
Skillet Swedish Meatballs,"['1 1/2 pounds ground pork, ground beef or ground turkey (see note)', '1 large egg', '1/4 cup milk', '1/3 cup bread crumbs (see note)', '1/4 cup finely minced or grated onion', '1 teaspoon salt', '1 teaspoon brown sugar', '1/4 teaspoon ground nutmeg (see note)', '1/4 teaspoon ground allspice (see note)', '1/4 teaspoon black pepper', '1-2 tablespoons oil for cooking', '1 tablespoon butter', '1 tablespoon olive oil', '1/4 cup all-purpose flour', '3 cups low-sodium beef broth', '1 teaspoon brown sugar', '1/2 cup sour cream', 'Chopped fresh parsley or dried parsley', 'Cooked egg noodles, mashed potatoes, or rice, for serving']","[{""ingredient"": ""ground pork, ground beef or ground turkey"", ""heat_processed"": true}, {""ingredient"": ""large egg"", ""heat_processed"": false}, {""ingredient"": ""milk"", ""heat_processed"": false}, {""ingredient"": ""bread crumbs"", ""heat_processed"": true}, {""ingredient"": ""finely minced or grated onion"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""brown sugar"", ""heat_processed"": false}, {""ingredient"": ""ground nutmeg"", ""heat_processed"": false}, {""ingredient"": ""ground allspice"", ""heat_processed"": false}, {""ingredient"": ""black pepper"", ""heat_processed"": false}, {""ingredient"": ""oil for cooking"", ""heat_processed"": true}, {""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""olive oil"", ""heat_processed"": true}, {""ingredient"": ""all-purpose flour"", ""heat_processed"": true}, {""ingredient"": ""low-sodium beef broth"", ""heat_processed"": false}, {""ingredient"": ""brown sugar"", ""heat_processed"": false}, {""ingredient"": ""sour cream"", ""heat_processed"": false}, {""ingredient"": ""parsley"", ""heat_processed"": false}]","For the meatballs, in a large bowl, combine all the meatball ingredients except for the oil and mix until evenly combined.
Scoop the meat mixture into meatballs about 1 1/2 inches in diameter.
Heat the oil in a 12-inch, nonstick skillet or electric skillet over medium heat until hot and rippling.
Add the meatballs to the pan in a single layer an inch or so apart. You may need to cook in batches, depending on the size of your pan. (*See note for oven-baked method.)
Brown the meatballs on all sides. They'll finish cooking in a later step. Remove the meatballs to a pan or plate. Repeat with remaining meatballs adding a bit more oil to the skillet, if needed. Remove them from the skillet once browned.
For the sauce, return the skillet to medium heat and add 1 tablespoon butter and 1 tablespoon oil. If the skillet was mostly dry before adding the butter and oil, you may want to add another tablespoon or two of either butter or oil so the sauce isn't lumpy. Heat until melted. Add the flour and cook, stirring constantly, for 1-2 minutes.
Slowly add the broth, just 1/2 cup at a time, whisking quickly to remove any lumps. Let each addition of broth cook until thick and smooth before adding the next bit. Once you've added about 2 cups, add the remaining broth and whisk until combined.
Stir in the brown sugar and bring the sauce to a simmer, whisking constantly.
Add the meatballs back to the skillet and cook 10 to 12 minutes until the meatballs are cooked through, turning them once or twice while cooking.
Off the heat, stir in the sour cream to the sauce (just whisk it in around the meatballs). To help it blend in easier, you can ladle out a bit of the warm sauce into a bowl and whisk the sour cream in before adding it all back in to the skillet.
Garnish with fresh or dried parsley and serve over hot, cooked egg noodles, potatoes, or rice.",en,True,"[""Italian"", ""American"", ""Fusion""]",False,False,
French Toast Bake with Cinnamon Streusel,"['10 to 12 thick slices French bread, cinnamon bread, brioche bread or Texas Toast (see note)', '5 large eggs', '3/4 cup milk', '3/4 cup heavy cream', '1/3 to 1/2 cup granulated sugar', '1 teaspoon vanilla extract', 'Pinch table salt', '1/2 cup all-purpose flour', '1/2 cup packed light brown sugar', '1/2 teaspoon ground cinnamon', '1/8 teaspoon salt', '4 tablespoons butter, melted', 'Fresh berries, powdered sugar, syrup, for serving (optional)']","[{""ingredient"": ""10 to 12 thick slices French bread, cinnamon bread, brioche bread or Texas Toast"", ""heat_processed"": true}, {""ingredient"": ""5 large eggs"", ""heat_processed"": true}, {""ingredient"": ""3/4 cup milk"", ""heat_processed"": true}, {""ingredient"": ""3/4 cup heavy cream"", ""heat_processed"": true}, {""ingredient"": ""1/3 to 1/2 cup granulated sugar"", ""heat_processed"": true}, {""ingredient"": ""1 teaspoon vanilla extract"", ""heat_processed"": true}, {""ingredient"": ""Pinch table salt"", ""heat_processed"": false}, {""ingredient"": ""1/2 cup all-purpose flour"", ""heat_processed"": false}, {""ingredient"": ""1/2 cup packed light brown sugar"", ""heat_processed"": false}, {""ingredient"": ""1/2 teaspoon ground cinnamon"", ""heat_processed"": false}, {""ingredient"": ""4 tablespoons butter, melted"", ""heat_processed"": true}, {""ingredient"": ""Fresh berries, powdered sugar, syrup, for serving (optional)"", ""heat_processed"": false}]","Lightly grease a 9X13-inch baking pan. Cut the bread into 1-inch cubes (more or less; it doesn't have to be exact). You'll want about 8 to 9 cups of lightly packed bread cubes. Scatter the bread cubes in the prepared pan. They won't necessarily be in a single layer, but they should be evenly distributed.
Blend or whisk together the eggs, milk, heavy cream, sugar, vanilla and salt. Pour the mixture evenly over the bread.
Cover the dish and refrigerate at least 4 hours or up to 12 hours.
For the streusel, in a small bowl, stir together the flour, brown sugar, cinnamon and salt. Add the melted butter and stir until the butter and dry ingredients are evenly mixed and small clumps form. Refrigerate until ready to bake the French toast.
Preheat the oven to 350 degrees F.
Sprinkle the streusel evenly across the top of the French toast. Bake, uncovered, for 55 to 60 minutes (more or less, depending on how ""well done"" you want the French toast). If the topping starts to brown too quickly while baking, place foil loosely across the top of the pan and continue baking until the French toast is done to your liking.
Serve warm with fresh berries, a sprinkle of powdered sugar and/or a drizzle of syrup.",en,True,"[""American"", ""French"", ""Canadian""]",False,True,
Easy Amish Baked Oatmeal,"['3 cups old-fashioned rolled oats (see note for quick oats)', '1/2 cup lightly packed brown sugar', '1 1/2 teaspoons baking powder', '3/4 teaspoon salt', '1 1/4 cups dairy or non-dairy milk (see note)', '1/4 cup pure maple syrup', '2 large eggs', '1 teaspoon vanilla extract', '6 tablespoons melted butter or oil (see note)', 'Toppings: additional milk, berries, sliced bananas, chopped nuts, etc']","[{""ingredient"": ""old-fashioned rolled oats"", ""heat_processed"": true}, {""ingredient"": ""lightly packed brown sugar"", ""heat_processed"": false}, {""ingredient"": ""baking powder"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""dairy or non-dairy milk"", ""heat_processed"": false}, {""ingredient"": ""pure maple syrup"", ""heat_processed"": false}, {""ingredient"": ""large eggs"", ""heat_processed"": false}, {""ingredient"": ""vanilla extract"", ""heat_processed"": false}, {""ingredient"": ""melted butter or oil"", ""heat_processed"": true}, {""ingredient"": ""additional milk"", ""heat_processed"": false}, {""ingredient"": ""berries"", ""heat_processed"": false}, {""ingredient"": ""sliced bananas"", ""heat_processed"": false}, {""ingredient"": ""chopped nuts"", ""heat_processed"": false}]","Preheat the oven to 350 degrees F. (Skip this step right now if making the oatmeal overnight.)
Lightly grease a 9X13-inch baking pan (or smaller pan for thicker oatmeal). Set aside.
In a large bowl, add the oats, brown sugar, baking powder, and salt. Stir to combine.
In another bowl or liquid measuring cup, whisk together the milk, maple syrup, eggs, vanilla, and butter or oil.
Add the wet ingredients to the oats mixture and stir to combine.
Pour the mixture into the prepared pan. Cover and refrigerate until ready to bake (up to 24 hours) or bake right away.
Bake uncovered for 25-30 minutes until the edges are lightly golden and the oatmeal is set. Serve warm with additional toppings.",en,True,"[""American"", ""Canadian"", ""Fusion""]",False,True,
Hash Brown Veggie Egg Cups,"['3 cups shredded hash browns, thawed and patted dry', '2 tablespoons butter, melted', '1/4 teaspoon salt', 'Pinch black pepper', '1/2 cup cooked, crumbled bacon', '1/2 cup small diced red bell pepper', '1/2 cup chopped baby spinach', '1/2 cup shredded cheddar cheese', '8 large eggs', '1/4 cup milk', '1/2 teaspoon salt', 'Pinch black pepper']","[{""ingredient"": ""shredded hash browns"", ""heat_processed"": true}, {""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""red bell pepper"", ""heat_processed"": true}, {""ingredient"": ""baby spinach"", ""heat_processed"": true}, {""ingredient"": ""eggs"", ""heat_processed"": true}, {""ingredient"": ""milk"", ""heat_processed"": true}, {""ingredient"": ""cheddar cheese"", ""heat_processed"": true}]","Preheat the oven to 400 degrees F. Lightly spray a 12-cup muffin tin with nonstick cooking spray.
In a small bowl, toss the thawed hash browns with the butter, salt and pepper. Divide the hash brown mixture evenly among the muffin cups. Using lightly greased fingers or a 1/4-cup measuring cup, press the hash browns tightly and evenly into the bottom and up the sides to create a small nest or cup.
Bake the hash browns for 10-15 minutes until the edges are golden. Add time as needed (but take care not to burn).
Sprinkle a couple tablespoons of chopped bacon, bell peppers and spinach (or whatever add-ins you are using) evenly in the bottom of each baked hash brown cup.
Whisk together the eggs, milk, salt and pepper until well-combined. Pour the egg mixture evenly over the veggies in each cup. The cups can be filled up to 3/4 full without overflowing (the egg puffs tall but doesn't spill over). Sprinkle cheese on top of the egg mixture.
Reduce the oven temperature to 375 degrees F. Bake the egg cups for 13-15 minutes until the eggs are baked through and set (not jiggly in the center). The eggs will puff quite a bit over the rim of the muffin tin then fall a bit as they cool.
Immediately out of the oven (or within the first couple of minutes), loosen around the edges of each muffin cup with a butter knife or rubber spatula and remove the egg muffins from the tin to a cooling rack or tray. Serve warm or at room temperature (or chilled!).",en,True,"[""American"", ""French"", ""Canadian""]",False,False,
Instant Pot Double Chocolate Steel Cut Oats,"['2 cups milk (almond milk, dairy milk, etc)', '3 cups water', '1 cup mashed bananas (about 2-3 medium bananas)', '2 cups steel cut oats', 'Pinch of salt', '1/2 cup pure maple syrup or honey (see note)', '1 teaspoon vanilla extract', '1/4 cup cocoa powder (natural unsweetened or Dutch-process)', '1/4 to 1/2 cup semisweet or bittersweet chocolate chips', 'For serving: sliced bananas (raspberries, coconut, chocolate chips, pecans, etc.)']","[{""ingredient"": ""milk"", ""heat_processed"": true}, {""ingredient"": ""water"", ""heat_processed"": true}, {""ingredient"": ""bananas"", ""heat_processed"": true}, {""ingredient"": ""steel cut oats"", ""heat_processed"": true}, {""ingredient"": ""maple syrup"", ""heat_processed"": true}, {""ingredient"": ""vanilla extract"", ""heat_processed"": true}, {""ingredient"": ""cocoa powder"", ""heat_processed"": true}, {""ingredient"": ""chocolate chips"", ""heat_processed"": true}]","Grease the insert of a 6-quart Instant Pot or other electric pressure cooker with nonstick cooking spray.
To the pot, add the milk, water, bananas, oats and salt. Stir to combine. Secure the lid making sure the valve is sealed.
Cook on high pressure for 8 minutes (select manual or pressure cook --> dial the minute setting up or down to get to 8 minutes --> the pressure cooker will start automatically).
When the cooking time is done, let the pressure naturally release for 15 minutes before manually releasing the remaining pressure (otherwise liquid may spurt through the valve if pressure is released too soon).
Stir in the maple syrup (or honey) and vanilla. Add the cocoa powder and chocolate chips and stir until the chocolate is fully melted.
Serve warm with additional milk (if desired), sliced bananas, chopped nuts, shredded coconut, raspberries, chocolate chips, etc. The oatmeal will thicken as it cools, but it makes good leftovers if reheated on low with a bit of milk or water.",en,True,"[""American"", ""Canadian"", ""Island""]",False,False,
