title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian,processing_error
Perfect Baked Pie Crust,"['1 cup Gold Medal™ all-purpose flour', '1/2 teaspoon salt', '1/3 cup plus 1 tablespoon shortening', '2 to 3 tablespoons cold water']","[{""ingredient"": ""Gold Medal\u2122 all-purpose flour"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""shortening"", ""heat_processed"": true}, {""ingredient"": ""cold water"", ""heat_processed"": false}]","Heat oven to 475ºF. Mix flour and salt in medium bowl. Cut in shortening, using pastry blender (or pulling 2 table knives through ingredients in opposite directions), until particles are size of small peas. Sprinkle with cold water, 1 tablespoon at a time, tossing with fork until all flour is moistened and pastry almost leaves side of bowl (1 to 2 teaspoons more water can be added if necessary). Gather pastry into a ball. Shape into flattened round on lightly floured surface. Wrap flattened round of pastry in plastic wrap and refrigerate about 45 minutes or until dough is firm and cold, yet pliable. This allows the shortening to become slightly firm, which helps make the baked pastry more flaky. If refrigerated longer, let pastry soften slightly before rolling.Roll pastry, using floured rolling pin, into circle 2 inches larger than upside-down 9-inch glass pie plate. Fold pastry into fourths; place in pie plate. Unfold and ease into plate, pressing firmly against bottom and side. Trim overhanging edge of pastry 1 inch from rim of pie plate. Fold and roll pastry under, even with plate; flute as desired. Prick bottom and side of pastry thoroughly with fork. Bake 8 to 10 minutes or until light brown; cool on wire rack.",en,True,"[""American"", ""French"", ""Canadian""]",True,True,
Sour Cream Chocolate Cupcakes,"['2 cups Gold Medal™ all-purpose flour', '2 cups granulated sugar', '3/4 cup sour cream', '1/4 cup shortening', '1 cup water', '1 1/4 teaspoons baking soda', '1 teaspoon salt', '1 teaspoon vanilla', '1/2 teaspoon baking powder', '2 eggs', '4 oz unsweetened baking chocolate, melted and cooled', '4 cups powdered sugar', '1 cup butter or margarine, softened', '3 tablespoons milk', '1 1/2 teaspoons vanilla', '3 oz unsweetened baking chocolate, melted and cooled']","[{""ingredient"": ""2 cups Gold Medal\u2122 all-purpose flour"", ""heat_processed"": false}, {""ingredient"": ""2 cups granulated sugar"", ""heat_processed"": false}, {""ingredient"": ""3/4 cup sour cream"", ""heat_processed"": false}, {""ingredient"": ""1/4 cup shortening"", ""heat_processed"": false}, {""ingredient"": ""1 cup water"", ""heat_processed"": false}, {""ingredient"": ""1 1/4 teaspoons baking soda"", ""heat_processed"": false}, {""ingredient"": ""1 teaspoon salt"", ""heat_processed"": false}, {""ingredient"": ""1 teaspoon vanilla"", ""heat_processed"": false}, {""ingredient"": ""1/2 teaspoon baking powder"", ""heat_processed"": false}, {""ingredient"": ""2 eggs"", ""heat_processed"": false}, {""ingredient"": ""4 oz unsweetened baking chocolate, melted and cooled"", ""heat_processed"": true}, {""ingredient"": ""4 cups powdered sugar"", ""heat_processed"": false}, {""ingredient"": ""1 cup butter or margarine, softened"", ""heat_processed"": false}, {""ingredient"": ""3 tablespoons milk"", ""heat_processed"": false}, {""ingredient"": ""1 1/2 teaspoons vanilla"", ""heat_processed"": false}, {""ingredient"": ""3 oz unsweetened baking chocolate, melted and cooled"", ""heat_processed"": true}]","Heat oven to 350°F. Line 36 regular-size muffin cups with paper baking cups. In large bowl, beat all cupcake ingredients with electric mixer on low speed 30 seconds, scraping bowl constantly. Beat on high speed 3 minutes, scraping bowl occasionally. Divide batter evenly among muffin cups, filling each 1/2 full.
Bake 20 to 25 minutes or until toothpick inserted in center comes out clean. Remove from pan; place on cooling rack. Cool completely.
In medium bowl, beat all frosting ingredients with electric mixer on medium speed until smooth and spreadable. If necessary, stir in additional milk, 1 teaspoon at a time. Spread frosting over cupcakes.",en,True,"[""American"", ""American"", ""American""]",False,True,
Scallops With Creamy Spinach Sauce,"['5 Tbsp. (or more) extra-virgin olive oil, divided', '2 large shallots, coarsely chopped', '4 garlic cloves, coarsely chopped', '1 small jalapeño, coarsely chopped', '1 large lemon', '1 10-oz. package frozen spinach', '½ cup heavy cream', '1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, plus more', '1 lb. dry sea scallops, side muscle removed, patted dry']","[{""ingredient"": ""extra-virgin olive oil"", ""heat_processed"": true}, {""ingredient"": ""shallots"", ""heat_processed"": true}, {""ingredient"": ""garlic cloves"", ""heat_processed"": true}, {""ingredient"": ""jalape\u00f1o"", ""heat_processed"": true}, {""ingredient"": ""spinach"", ""heat_processed"": true}, {""ingredient"": ""heavy cream"", ""heat_processed"": true}, {""ingredient"": ""sea scallops"", ""heat_processed"": true}]","Heat 3 Tbsp. extra-virgin olive oil in a medium high-sided skillet over medium. Cook 2 large shallots, coarsely chopped, 4 garlic cloves, coarsely chopped, and 1 small jalapeño, coarsely chopped, stirring occasionally, until shallots are softened but have not taken on any color, 5–7 minutes.
Finely grate zest of 1 large lemon into pan; set lemon aside. Add one 10-oz. package frozen spinach, ½ cup heavy cream, and 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt. Cover pan and cook, stirring occasionally, until spinach is thawed, 8–12 minutes, depending on whether your spinach is in a brick or loose.
Meanwhile, season 1 lb. dry sea scallops, side muscle removed, patted dry, with salt. Heat remaining 2 Tbsp. extra-virgin olive oil in a large nonstick skillet over medium-high. Working in 2 batches if needed, arrange scallops in pan, spacing evenly apart, and cook, undisturbed, swirling pan occasionally and adding more oil if needed, until golden brown underneath, about 5 minutes. Turn scallops; remove pan from heat. (If working in batches, transfer to a plate and repeat with remaining scallops.) Let sit until opaque throughout, 9–11 minutes.
Transfer spinach mixture to a blender; add ¼ cup hot water and blend until smooth and bright green. If sauce seems thick, add up to ¼ cup more water. Cut reserved lemon in half, squeeze in juice from a half, and blend just to combine. Taste sauce and add more lemon juice and/or season with more salt if needed. Divide among plates; set scallops on top.",en,True,"[""Mediterrane0an"", ""Seafood"", ""Fusion""]",False,False,
Green Falafel Smash Burgers,"['1 medium red onion, ½ thinly sliced, ½ coarsely chopped', '3 Tbsp. white wine vinegar', '1½ tsp. Diamond Crystal or 1 tsp. Morton kosher salt, plus more', '2 garlic cloves, finely grated', '1 jalapeño, coarsely chopped', '1 cup coarsely chopped tender herbs (such as parsley and/or cilantro)', '1 tsp. ground cumin', 'Freshly ground pepper', '2 15.5-oz. cans chickpeas, rinsed', '1 large egg, beaten to blend', '2 oz. white cheddar, coarsely grated', '1 cup panko', '¾ cup mayonnaise', '1 (heaping) Tbsp. harissa paste', '4 hamburger buns', '3 Tbsp. (or more) extra-virgin olive oil', 'Lettuce leaves and sliced cucumbers (for serving)']","[{""ingredient"": ""red onion, thinly sliced"", ""heat_processed"": true}, {""ingredient"": ""red onion, coarsely chopped"", ""heat_processed"": true}, {""ingredient"": ""garlic cloves"", ""heat_processed"": true}, {""ingredient"": ""jalape\u00f1o"", ""heat_processed"": true}, {""ingredient"": ""tender herbs"", ""heat_processed"": true}, {""ingredient"": ""chickpeas"", ""heat_processed"": true}, {""ingredient"": ""egg"", ""heat_processed"": true}, {""ingredient"": ""white cheddar"", ""heat_processed"": true}, {""ingredient"": ""panko"", ""heat_processed"": true}, {""ingredient"": ""mayonnaise"", ""heat_processed"": true}, {""ingredient"": ""harissa paste"", ""heat_processed"": true}, {""ingredient"": ""buns"", ""heat_processed"": true}, {""ingredient"": ""olive oil"", ""heat_processed"": true}]","Cut out 11 small pieces of parchment paper (about 5x5""); set aside. Toss ½ medium red onion, thinly sliced, 3 Tbsp. white wine vinegar, and a pinch of kosher salt in a small bowl. Let sit until ready to serve.
Place ½ medium red onion, coarsely chopped, 2 garlic cloves, finely grated, 1 jalapeño, coarsely chopped, 1 cup coarsely chopped tender herbs (such as parsley and/or cilantro), 1 tsp. ground cumin, and 1½ tsp. Diamond Crystal or 1 tsp. Morton kosher salt in a food processor, season with freshly ground pepper, and pulse until finely chopped. Scrape down sides, then add one 15.5-oz. can chickpeas, rinsed; pulse until finely chopped and homogeneous in size. Add remaining one 15.5-oz. can chickpeas, rinsed, and pulse a few times to coarsely chop, leaving some larger pieces. Transfer chickpea mixture to a large bowl; mix in 1 large egg, beaten to blend, 2 oz. white cheddar, coarsely grated, and 1 cup panko. Let sit 10 minutes (mixture should hold together when some is squeezed in your hand).
Meanwhile, mix ¾ cup mayonnaise and 1 (heaping) Tbsp. harissa paste in a small bowl; set aside.
Scoop out ⅓ cup chickpea mixture. Roll and pack into a tight ball with your hands. Place ball on a reserved parchment square on a surface. Place another square on top and press with your palm to form a ⅓""–½""-thick patty. Pat in any craggy bits to create smooth outer edges. Remove top piece of parchment. Repeat with remaining chickpea mixture to make 9 more patties, reusing top piece of parchment to smash all patties and leaving each patty on its own bottom piece of parchment.
Heat a dry large cast-iron skillet over medium-high. Working in batches, cook 4 hamburger buns, cut sides down, until toasted, 1–2 minutes per batch. Transfer to plates.
Heat 3 Tbsp. extra-virgin olive oil in same pan over medium-high. Working in 3 batches and using a slotted spoon to remove any stray bits of patties and adding more oil as needed between batches, lay patties in skillet, then peel away parchment. Cook until deeply browned, about 3 minutes per side. Transfer to a baking sheet.
Build burgers with buns, lettuce leaves, sliced cucumbers, reserved harissa mayo, reserved pickled onion, and 2 patties each. (Wrap remaining 2 patties and reserve in refrigerator for another use. You can reheat in a dry hot skillet until warmed through, 1–2 minutes per side.) Do Ahead: Patties can be formed 1 day ahead. Wrap tightly and chill.",en,True,"[""American"", ""Fusion""]",False,False,
Strawberry-Rhubarb Cheesecake Bars,"['10 oz. rhubarb, coarsely chopped (about 2 cups)', '8 oz. strawberries, hulled, coarsely chopped (about 1 cup)', '2 tsp. cornstarch or potato starch', '¼ cup (50 g) sugar', '1 Tbsp. red wine vinegar', 'Pinch of kosher salt', 'Nonstick vegetable oil spray (for pan)', '5 oz. Triscuits (about 30)', '6 Tbsp. unsalted butter, melted', '3 Tbsp. sugar', '1 lb. cream cheese, room temperature', '⅓ cup (67 g) sugar', '¼ cup plain whole-milk Greek yogurt', 'Pinch of kosher salt', '2 large eggs', '½ tsp. vanilla extract', '2–3 Tbsp. orange marmalade']","[{""ingredient"": ""rhubarb"", ""heat_processed"": true}, {""ingredient"": ""strawberries"", ""heat_processed"": true}, {""ingredient"": ""cornstarch"", ""heat_processed"": false}, {""ingredient"": ""sugar"", ""heat_processed"": false}, {""ingredient"": ""red wine vinegar"", ""heat_processed"": false}, {""ingredient"": ""kosher salt"", ""heat_processed"": false}, {""ingredient"": ""nonstick vegetable oil spray"", ""heat_processed"": false}, {""ingredient"": ""Triscuits"", ""heat_processed"": true}, {""ingredient"": ""unsalted butter"", ""heat_processed"": true}, {""ingredient"": ""cream cheese"", ""heat_processed"": false}, {""ingredient"": ""Greek yogurt"", ""heat_processed"": false}, {""ingredient"": ""orange marmalade"", ""heat_processed"": false}]","Toss 10 oz. rhubarb, coarsely chopped (about 2 cups), 8 oz. strawberries, hulled, coarsely chopped (about 1 cup), and 2 tsp. cornstarch or potato starch in a medium saucepan to evenly coat. Add ¼ cup (50 g) sugar, 1 Tbsp. red wine vinegar, and pinch of kosher salt and cook over medium heat, stirring occasionally and mashing fruit with a potato masher or a large spoon, until jammy, 10–12 minutes. Transfer compote to a medium bowl and let cool.
While compote is cooling, place a rack in middle of oven; preheat to 325°. Lightly coat an 8x8"" baking pan or dish with nonstick vegetable oil spray; line with parchment paper, leaving a generous overhang on all sides. Pulse 5 oz. Triscuits (about 30) in a food processor until finely ground; transfer to a large bowl. Wipe out food processor; reserve.
Add 6 Tbsp. unsalted butter, melted, and 3 Tbsp. sugar to cracker crumbs and mix to combine. Scrape into prepared pan and firmly press with a flat-bottomed measuring cup to compact into an even layer across bottom of pan. Bake crust until set and slightly darkened in color, 30–35 minutes (it will continue to firm up as it cools). Let cool.
Process 1 lb. cream cheese, room temperature, ⅓ cup (67 g) sugar, ¼ cup plain whole-milk Greek yogurt, and pinch of kosher salt in reserved food processor until smooth. Add 2 large eggs and ½ tsp. vanilla extract and pulse just to combine. Scrape filling over cooled crust; smooth into an even layer. Dollop compote over filling. Using a toothpick or chopstick, drag through dollops to create swirls. Dot 2–3 Tbsp. orange marmalade on top.
Bake cheesecake until mostly set (it should only jiggle slightly in the center when gently shaken), 25–30 minutes (it will bake more quickly in metal than glass). Let cool, then chill until cold, at least 6 hours and up to 12 hours. Remove cheesecake from pan; slice into 9 bars.",en,True,"[""American"", ""Fusion""]",False,True,
Scallion-Speckled Rice,"['2 bunches scallions (about 12)', '3 Tbsp. vegetable oil', '1 cup jasmine rice, rinsed until water runs almost clear', '1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, plus more']","[{""ingredient"": ""scallions"", ""heat_processed"": true}, {""ingredient"": ""vegetable oil"", ""heat_processed"": true}, {""ingredient"": ""jasmine rice"", ""heat_processed"": true}, {""ingredient"": ""Diamond Crystal or Morton kosher salt"", ""heat_processed"": false}, {""ingredient"": ""water"", ""heat_processed"": false}]","Remove dark green tops from 2 bunches scallions (about 12) and thinly slice on a diagonal; set aside. Thinly slice white and pale green parts. Heat 3 Tbsp. vegetable oil in a medium saucepan over medium. Add white and pale green scallion parts and cook, stirring occasionally, until golden and tender, 5–7 minutes.
Add 1 cup jasmine rice, rinsed until water runs almost clear, 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, and 1¼ cups room-temperature water and bring to a boil. Tightly cover pan and reduce heat to low; cook, adjusting heat as needed to maintain a simmer, 10 minutes.
Remove rice from heat, uncover, and scatter reserved dark green scallion parts on top. Drape a kitchen towel over pan and cover with lid. Let sit 10 minutes (rice will steam and finish cooking).
Fluff rice with a fork to incorporate scallions. Taste and season with more salt if needed.",en,True,"[""Asian"", ""Fusion"", ""Island""]",True,True,
Shrimp and Pea Pancake,"['1 lemon', '3 radishes, trimmed, thinly sliced', '8 oz. sugar snap peas (about 2 cups), strings removed, thinly sliced on a diagonal, divided', '2 Tbsp. extra-virgin olive oil, plus more for drizzling', '1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, plus more', '¾ cup plain whole-milk yogurt', '2 large eggs', '2 garlic cloves, finely grated', '3 Tbsp. all-purpose flour', '½ tsp. baking powder', '4 scallions, thinly sliced', '12 oz. large shrimp, peeled, deveined, coarsely chopped', 'Freshly ground pepper']",,"Preheat oven to 375°. Finely grate zest of 1 lemon into a large bowl; set aside. Cut lemon in half. Toss 3 radishes, trimmed, thinly sliced, and 4 oz. sugar snap peas (about 1 cup), strings removed, thinly sliced on a diagonal, in a medium bowl to combine. Squeeze juice from a lemon half over, drizzle generously with extra-virgin olive oil, and sprinkle with a pinch of kosher salt. Toss vegetables to coat; set salad aside.
Place ¾ cup plain whole-milk yogurt in a small bowl and squeeze in juice from remaining lemon half. Drizzle in a little oil, add a pinch of salt, and mix together. Set yogurt sauce aside.
Add 2 large eggs, 2 garlic cloves, finely grated, 3 Tbsp. all-purpose flour, ½ tsp. baking powder, 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, and 3 Tbsp. water to reserved lemon zest in bowl and whisk to combine. Mix in 4 scallions, thinly sliced, 12 oz. large shrimp, peeled, deveined, coarsely chopped, and remaining 4 oz. sugar snap peas (about 1 cup), strings removed, thinly sliced on a diagonal.
Heat 2 Tbsp. extra-virgin olive oil in a medium ovenproof nonstick skillet over medium-high. Pour in shrimp batter and spread out to edges into a thin, even layer. Cook pancake until golden brown around edges, about 3 minutes. Transfer pan to oven; bake pancake until set, about 5 minutes. Carefully remove pan from oven and invert pancake onto a large plate.
Cut pancake into wedges and top with dollops of reserved yogurt sauce, then scatter reserved salad over; season with freshly ground pepper.",en,True,,False,False,JSON parsing failed: Expecting ':' delimiter: line 5 column 24 (char 157)
Oyakodon,"['2 tsp. instant dashi powder (preferably Hondashi)', '1 large onion, thinly sliced', '¼ cup plus 1 Tbsp. soy sauce', '¼ cup sake', '1 Tbsp. sugar', '1¼ lb. skinless, boneless chicken thighs, cut into bite-size pieces', '3 scallions, white and pale green parts separated from dark green parts, thinly sliced', '5 large eggs, beaten to blend', 'Steamed rice (for serving)']","[{""ingredient"": ""instant dashi powder"", ""heat_processed"": false}, {""ingredient"": ""hot water"", ""heat_processed"": false}, {""ingredient"": ""large onion"", ""heat_processed"": true}, {""ingredient"": ""soy sauce"", ""heat_processed"": false}, {""ingredient"": ""sake"", ""heat_processed"": false}, {""ingredient"": ""sugar"", ""heat_processed"": false}, {""ingredient"": ""boneless chicken thighs"", ""heat_processed"": true}, {""ingredient"": ""white and pale green scallions"", ""heat_processed"": true}, {""ingredient"": ""large eggs"", ""heat_processed"": true}, {""ingredient"": ""steamed rice"", ""heat_processed"": false}]","Whisk 2 tsp. instant dashi powder into 1½ cups hot water in a large skillet to dissolve. Add 1 large onion, thinly sliced, ¼ cup plus 1 Tbsp. soy sauce, ¼ cup sake, and 1 Tbsp. sugar and set over medium-high heat. Bring to a simmer, swirling pan occasionally, and cook until sugar is dissolved, onion is slightly softened, and liquid is slightly reduced, 6–8 minutes.
Add 1¼ lb. boneless, skinless chicken thighs, cut into bite-size pieces, and white and pale green parts from 3 scallions, thinly sliced, to pan; cook, stirring occasionally, until chicken is no longer pink on the outside, 2–3 minutes (it won’t be cooked through).
Reduce heat to medium; evenly drizzle in half of 5 large eggs, beaten to blend. Cover and simmer until eggs are nearly set, about 2 minutes. Evenly drizzle in remaining beaten eggs, re-cover, and simmer until half of eggs are completely set and other half are still a little loose, about 2 minutes.
Divide steamed rice among bowls; spoon oyakodon, including big ladlefuls of broth, over. Garnish with dark green scallion parts.",en,True,"[""Japanese"", ""Japanese"", ""Japanese""]",False,False,
Surprisingly Satisfying Cauliflower Chowder,"['5 Tbsp. unsalted butter, divided', '1 large onion, finely chopped', '4 celery stalks, thinly sliced', '6 garlic cloves, finely chopped', '2 tsp. chopped thyme', '2½ tsp. Diamond Crystal or 1½ tsp. Morton kosher salt, plus more', '¼ cup all-purpose flour', '1 small head of cauliflower (about 1 lb.), trimmed, cut into small florets', '8 baby Yukon Gold potatoes (about 10 oz.), scrubbed, each cut into eighths', '1½ cups heavy cream', '2 cups oyster crackers', '2 tsp. Old Bay seasoning', '2 Tbsp. white or yellow miso', 'Freshly ground pepper', 'Finely chopped chives or scallions and lemon wedges (for serving)']","[{""ingredient"": ""unsalted butter"", ""heat_processed"": true}, {""ingredient"": ""onion"", ""heat_processed"": true}, {""ingredient"": ""celery"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""thyme"", ""heat_processed"": true}, {""ingredient"": ""salt"", ""heat_processed"": true}, {""ingredient"": ""all-purpose flour"", ""heat_processed"": true}, {""ingredient"": ""cauliflower"", ""heat_processed"": true}, {""ingredient"": ""potatoes"", ""heat_processed"": true}, {""ingredient"": ""heavy cream"", ""heat_processed"": true}, {""ingredient"": ""oyster crackers"", ""heat_processed"": true}, {""ingredient"": ""Old Bay seasoning"", ""heat_processed"": true}, {""ingredient"": ""white or yellow miso"", ""heat_processed"": true}, {""ingredient"": ""chives or scallions"", ""heat_processed"": true}]","Heat 3 Tbsp. unsalted butter in a medium Dutch oven or other heavy pot over medium. Add 1 large onion, finely chopped, 4 celery stalks, thinly sliced, 6 garlic cloves, finely chopped, 2 tsp. chopped thyme, and 2½ tsp. Diamond Crystal or 1½ tsp. Morton kosher salt and cook, stirring occasionally, until onion is translucent and celery is softened, 6–8 minutes.
Sprinkle ¼ cup all-purpose flour over onion mixture and cook, stirring, 1 minute to toast lightly. Add 1 small head of cauliflower (about 1 lb.), trimmed, cut into small florets, 8 baby Yukon Gold potatoes (about 10 oz.), scrubbed, each cut into eighths, 1½ cups heavy cream, and 5 cups water. Bring to a simmer and cook, stirring occasionally, until cauliflower and potatoes are tender and liquid is slightly thickened, 20–25 minutes.
Meanwhile, heat remaining 2 Tbsp. unsalted butter in a medium skillet over medium. Cook 2 cups oyster crackers, tossing or stirring often, until golden brown in spots, about 5 minutes. Remove from heat, sprinkle in 2 tsp. Old Bay seasoning, and toss until crackers are evenly coated.
Stir 2 Tbsp. white or yellow miso and a few spoonfuls of chowder in a small bowl to dissolve miso. Stir back into chowder in pot. Remove from heat and season with more salt if needed and freshly ground pepper. If too thick, add a splash or so of hot water to loosen.
Ladle chowder into bowls. Top each with a handful of seasoned crackers and some finely chopped chives or scallions and serve with lemon wedges.",en,True,"[""American"", ""Seafood"", ""Creole""]",False,False,
Popover-Topped Pot Pie,"['¼ cup plus 1 Tbsp. extra-virgin olive oil', '12 oz. Yukon Gold potatoes (about 2 large), peeled, cut into ½"" pieces', '1 bunch asparagus, trimmed, cut into ½"" pieces', '2 medium carrots, peeled, halved lengthwise, cut into ¼""-thick half-moons', '2 celery stalks, thinly sliced', '2 medium shallots, finely chopped', '1 cup frozen peas', '6 garlic cloves, finely grated', '1½ cups (187 g) all-purpose flour, divided', '2 cups low-sodium vegetable broth', '½ cup dry white wine', '⅔ cup heavy cream', '1 Tbsp. (or more) Dijon mustard', '1½ tsp. finely grated lemon zest', '⅓ cup plus 2 Tbsp. finely chopped dill', '2½ tsp. Diamond Crystal or 1½ tsp. Morton kosher salt, divided, plus more', '1 tsp. freshly ground pepper, divided, plus more', '5 large eggs', '1 oz. Parmesan, finely grated', '1⅓ cups whole milk', '½ tsp. baking powder']","[{""ingredient"": ""extra-virgin olive oil"", ""heat_processed"": true}, {""ingredient"": ""Yukon Gold potatoes"", ""heat_processed"": true}, {""ingredient"": ""asparagus"", ""heat_processed"": true}, {""ingredient"": ""carrots"", ""heat_processed"": true}, {""ingredient"": ""celery stalks"", ""heat_processed"": true}, {""ingredient"": ""shallots"", ""heat_processed"": true}, {""ingredient"": ""peas"", ""heat_processed"": true}, {""ingredient"": ""garlic cloves"", ""heat_processed"": true}, {""ingredient"": ""all-purpose flour"", ""heat_processed"": true}, {""ingredient"": ""low-sodium vegetable broth"", ""heat_processed"": true}, {""ingredient"": ""white wine"", ""heat_processed"": true}, {""ingredient"": ""heavy cream"", ""heat_processed"": true}, {""ingredient"": ""Dijon mustard"", ""heat_processed"": true}, {""ingredient"": ""lemon zest"", ""heat_processed"": true}, {""ingredient"": ""dill"", ""heat_processed"": true}, {""ingredient"": ""salt"", ""heat_processed"": true}, {""ingredient"": ""pepper"", ""heat_processed"": true}, {""ingredient"": ""eggs"", ""heat_processed"": true}, {""ingredient"": ""Parmesan"", ""heat_processed"": true}, {""ingredient"": ""whole milk"", ""heat_processed"": true}, {""ingredient"": ""baking powder"", ""heat_processed"": true}]","Heat ¼ cup plus 1 Tbsp. extra-virgin olive oil in a large (14-cup capacity or more) high-sided ovenproof skillet, rondeau, or Dutch oven over medium. Add 12 oz. Yukon Gold potatoes (about 2 large), peeled, cut into ½"" pieces, and cook, stirring often, 2 minutes. Add 1 bunch asparagus, trimmed, cut into ½"" pieces, 2 medium carrots, peeled, halved lengthwise, cut into ¼""-thick half-moons, 2 celery stalks, thinly sliced, 2 medium shallots, finely chopped, and 1 cup frozen peas and cook, stirring often, until potatoes are not quite fork-tender (a knife inserted into flesh should meet with a little resistance), 15–18 minutes.
Add 6 garlic cloves, finely grated, and ¼ cup (31 g) all-purpose flour; stir until vegetables are coated and no pockets of dry flour remain. Stirring constantly, gradually pour in 2 cups low-sodium vegetable broth and ½ cup dry white wine, then add ⅔ cup heavy cream, 1 Tbsp. Dijon mustard, 1½ tsp. finely grated lemon zest, ⅓ cup finely chopped dill, 1½ tsp. Diamond Crystal or 1 tsp. Morton kosher salt, and ¾ tsp. freshly ground pepper. Bring to a simmer and cook until sauce coats a spoon, about 1 minute. Remove from heat; add more mustard (up to 1 Tbsp.) and season with more salt and pepper if needed. Let sit at least 20 minutes and up to 1 hour to thicken. (Do not stir; you want a slight skin to form.)
Meanwhile, place a rack in middle of oven; preheat to 425°. Blend 5 large eggs in a blender on high speed until light and fluffy. Add 1 oz. Parmesan, finely grated, 1⅓ cups whole milk, ½ tsp. baking powder, remaining 1¼ cups (156 g) all-purpose flour, 1 tsp. Diamond Crystal or ½ tsp. Morton kosher salt, and ¼ tsp. freshly ground pepper; blend on medium speed just until smooth. Stir in remaining 2 Tbsp. finely chopped dill. Tightly cover batter and let sit until filling is ready.
Holding a spoon upside down over filling, gradually pour batter over spoon to cover filling. Bake pot pie until topping is deep golden brown and very puffed, 45–55 minutes.",en,True,"[""Italian"", ""French"", ""American""]",False,False,
Red Pepper–Anchovy Toasts,"['½ small white onion, halved, thinly sliced', '½ small red bell pepper, quartered, ribs and seeds removed, flesh sliced into thin strips', '3–4 guindilla peppers or other small pickled chiles (depending on heat preference), finely chopped', '1 Tbsp. sherry vinegar or red wine vinegar', '½ tsp. sugar', '4 Tbsp. (or more) extra-virgin olive oil, divided', 'Kosher salt', '½ baguette, sliced on a diagonal ⅓"" thick', '1–2 garlic cloves', '8–10 boquerones (marinated white anchovies), oil-packed anchovies, or other cured fish (from at least a 1.7-oz. container)']","[{""ingredient"": ""\u00bd small white onion"", ""heat_processed"": true}, {""ingredient"": ""\u00bd small red bell pepper"", ""heat_processed"": true}, {""ingredient"": ""3\u20134 guindilla peppers"", ""heat_processed"": true}, {""ingredient"": ""1 Tbsp. sherry vinegar"", ""heat_processed"": false}, {""ingredient"": ""\u00bd tsp. sugar"", ""heat_processed"": false}, {""ingredient"": ""4 Tbsp. extra-virgin olive oil"", ""heat_processed"": false}, {""ingredient"": ""\u00bd baguette"", ""heat_processed"": true}, {""ingredient"": ""1\u20132 garlic cloves"", ""heat_processed"": false}, {""ingredient"": ""8\u201310 boquerones"", ""heat_processed"": false}, {""ingredient"": ""2 Tbsp. extra-virgin olive oil"", ""heat_processed"": false}]","Toss ½ small white onion, halved, thinly sliced, ½ small red bell pepper, quartered, ribs and seeds removed, flesh sliced into thin strips, 3–4 guindilla peppers or other small pickled chiles (depending on heat preference), finely chopped, 1 Tbsp. sherry vinegar or red wine vinegar, ½ tsp. sugar, 2 Tbsp. extra-virgin olive oil, and a large pinch of kosher salt in a medium bowl until vegetables are coated. Taste and season with more salt if needed. Let pepper mixture sit at least 10 minutes and up to 30 minutes.
Heat remaining 2 Tbsp. extra-virgin olive oil in a large cast-iron or stainless-steel skillet over medium. Working in batches and adding more oil if needed, cook ½ baguette, sliced on a diagonal ⅓"" thick, until golden brown and crisp, about 3 minutes per side.
Arrange bread on a platter or plates and rub one side with 1–2 garlic cloves. Place 1–2 boquerones (marinated white anchovies), oil-packed anchovies, or other cured fish (from at least a 1.7-oz. container), skin side up, on each slice, for a total of 8–10, then spoon pepper mixture over.",en,True,"[""Spanish"", ""Mediterranean"", ""Seafood""]",False,False,
Violet Vodka Slushy,"['2 oz. crème de violette', '2 oz. dry white wine (such as Sauvignon Blanc)', '2 oz. vodka', '2 oz. fresh lemon juice', '1 tsp. sugar', 'Frozen blueberries (for serving; optional)']","[{""ingredient"": ""cr\u00e8me de violette"", ""heat_processed"": false}, {""ingredient"": ""dry white wine"", ""heat_processed"": false}, {""ingredient"": ""vodka"", ""heat_processed"": false}, {""ingredient"": ""fresh lemon juice"", ""heat_processed"": false}, {""ingredient"": ""sugar"", ""heat_processed"": false}, {""ingredient"": ""frozen blueberries"", ""heat_processed"": false}]","Blend 2 oz. crème de violette, 2 oz. dry white wine, 2 oz. vodka, 2 oz. fresh lemon juice, 1 tsp. sugar, and 6 oz. ice cubes (about 1½ cups) in a blender until slushy and no large chunks of ice remain, about 1 minute.
Divide slushy between glasses; garnish each with a few frozen blueberries if desired.",en,False,"[""French"", ""American"", ""Fusion""]",True,True,
