title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian,processing_error
20 Minute Light Mongolian Beef,"['1 tablespoon oil', '1 pound steak (sirloin or flank), sliced thinly', '3 tablespoons soy sauce (gluten-free or tamari for gluten-free)', '1 tablespoon hoisin sauce (gluten-free for gluten-free)', '1 tablespoon brown sugar', '1 teaspoon chill sauce such as sambal oelek (or to taste)', '1 clove garlic, grated', '1 teaspoon ginger, grated', '1 tablespoon cornstarch', '1/3 cup water or beef broth', '1 teaspoon sesame oil', '1/4 cup green onion, sliced']","[{""ingredient"": ""oil"", ""heat_processed"": true}, {""ingredient"": ""steak"", ""heat_processed"": true}, {""ingredient"": ""soy sauce"", ""heat_processed"": false}, {""ingredient"": ""hoisin sauce"", ""heat_processed"": false}, {""ingredient"": ""brown sugar"", ""heat_processed"": false}, {""ingredient"": ""chill sauce"", ""heat_processed"": false}, {""ingredient"": ""garlic"", ""heat_processed"": false}, {""ingredient"": ""ginger"", ""heat_processed"": false}, {""ingredient"": ""cornstarch"", ""heat_processed"": false}, {""ingredient"": ""water or beef broth"", ""heat_processed"": false}, {""ingredient"": ""sesame oil"", ""heat_processed"": false}, {""ingredient"": ""green onion"", ""heat_processed"": false}]","Heat the oil in a pan over medium-high heat, add the beef and saute until just cooked, about 2-4 minutes.
Add the mixture of the soy sauce, hoisin sauce, brown sugar, chili sauce, garlic, ginger and the mixture of the cornstarch and water to the pan and cook until it thickens a bit, about a minute.
Remove from heat, mix in the sesame oil and serve over white rice or noodles, quinoa, etc. garnished with the green onions.",en,True,"[""Chinese"", ""American"", ""Asian""]",False,False,
20 Minute Light Orange Chicken,"['1 tablespoon oil', '1 pound boneless and skinless chicken breasts or thighs, cut into 1 inch pieces', '1/3 cup orange juice', '3 tablespoons honey', '3 tablespoons soy sauce', '2 tablespoons rice vinegar', '1 teaspoon chill sauce such as sambal oelek or sriracha', '1 tablespoon orange zest, grated', '1 clove garlic, grated', '1 teaspoon ginger, grated', '1 tablespoon water', '1 tablespoon cornstarch', '1/4 cup green onion, sliced (optional)']","[{""ingredient"": ""oil"", ""heat_processed"": true}, {""ingredient"": ""chicken"", ""heat_processed"": true}, {""ingredient"": ""orange juice"", ""heat_processed"": false}, {""ingredient"": ""honey"", ""heat_processed"": false}, {""ingredient"": ""soy sauce"", ""heat_processed"": false}, {""ingredient"": ""rice vinegar"", ""heat_processed"": false}, {""ingredient"": ""chill sauce"", ""heat_processed"": false}, {""ingredient"": ""orange zest"", ""heat_processed"": false}, {""ingredient"": ""garlic"", ""heat_processed"": false}, {""ingredient"": ""ginger"", ""heat_processed"": false}, {""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""cornstarch"", ""heat_processed"": false}, {""ingredient"": ""green onion"", ""heat_processed"": false}]","Heat the oil in a pan over medium-high heat, add the chicken and cook until cooked through, about 2-4 minutes per side.
Add the mixture of the orange juice, honey, soy sauce, rice vinegar, chill sauce, garlic, ginger and the mixture of the water and the corn starch, toss to coat and cook until the sauce thickens, about a minute.
Remove from heat and serve garnished with sliced green onions.",en,True,"[""Chinese"", ""American"", ""Asian""]",False,False,
20 Minute Light Sweet and Sour Chicken,"['1 tablespoon oil', '1 pound boneless and skinless chicken breasts or thighs, cut into bite sized pieces', '1/2 red pepper, sliced', '1 cup pineapple, sliced', '3 tablespoons honey', '3 tablespoons rice vinegar or white vinegar', '3 tablespoons ketchup', '1 tablespoon soy sauce (or tamari for gluten-free)', '1 teaspoon chill sauce such as sambal oelek or sriracha', '1/4 cup pineapple juice or chicken broth', '1 clove garlic, grated', '1 teaspoon ginger, grated', '1 tablespoon water', '1 tablespoon cornstarch', '1 teaspoon sesame oil', '1/4 cup green onion, sliced']","[{""ingredient"": ""oil"", ""heat_processed"": true}, {""ingredient"": ""chicken"", ""heat_processed"": true}, {""ingredient"": ""red pepper"", ""heat_processed"": true}, {""ingredient"": ""pineapple"", ""heat_processed"": true}, {""ingredient"": ""honey"", ""heat_processed"": true}, {""ingredient"": ""vinegar"", ""heat_processed"": true}, {""ingredient"": ""ketchup"", ""heat_processed"": true}, {""ingredient"": ""chill sauce"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""ginger"", ""heat_processed"": true}, {""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""cornstarch"", ""heat_processed"": false}, {""ingredient"": ""sesame oil"", ""heat_processed"": false}, {""ingredient"": ""green onion"", ""heat_processed"": false}]","Heat the oil in a pan over medium-high heat, add the chicken and cook until cooked through, about 2-4 minutes per side.
Add the red pepper and pineapple and cook until just tender but still crisp, about 2 minutes.
Add the mixture of the honey, vinegar, ketchup, chill sauce, pineapple juice, garlic, ginger and the mixture of the water and the corn starch, toss to coat and cook until the sauce thickens, about a minute.
Remove from heat, mix in the sesame oil and serve garnished with sliced green onions.",en,True,"[""Chinese"", ""American"", ""Asian""]",False,False,
20 Minute Skillet Beef Shawarma,"['1 pound ground beef (or lamb)', '1 onion, diced', '4 cloves garlic, chopped', '2 tablespoons shawarma seasoning', '1/2 cup beef broth (or beer or water)']","[{""ingredient"": ""ground beef (or lamb)"", ""heat_processed"": true}, {""ingredient"": ""onion"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""shawarma seasoning"", ""heat_processed"": false}, {""ingredient"": ""beef broth (or beer or water)"", ""heat_processed"": false}]","Cook the beef and onion in a large skillet over medium-high heat, breaking it apart as it cooks, before draining off any excess grease.
Add the garlic, shawarma seasoning and broth, mix well, bring to a simmer and cook until most of the liquid has cooked off.",en,True,"[""Middle Eastern"", ""Mediterranean"", ""Global""]",False,False,
20 Minute Skinny Sesame Chicken,"['1 tablespoon oil (peanut or vegetable)', '1 pound chicken breast, cut into bite sized pieces', '1 tablespoon garlic, grated', '1 tablespoon ginger, grated', '1/4 cup chicken broth', '2 tablespoons brown sugar', '1 tablespoon honey', '3 tablespoons soy sauce', '2 tablespoons ketchup', '1 tablespoon rice vinegar (or cider vinegar)', '1 teaspoon chili sauce (such as sambal oelek)', '1 tablespoon cornstarch', '1 tablespoon sesame oil', '1 tablespoon toasted sesame seeds', '4 green onions, thinly sliced']","[{""ingredient"": ""oil"", ""heat_processed"": true}, {""ingredient"": ""chicken breast"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""ginger"", ""heat_processed"": true}, {""ingredient"": ""chicken broth"", ""heat_processed"": true}, {""ingredient"": ""brown sugar"", ""heat_processed"": true}, {""ingredient"": ""honey"", ""heat_processed"": true}, {""ingredient"": ""soy sauce"", ""heat_processed"": true}, {""ingredient"": ""ketchup"", ""heat_processed"": true}, {""ingredient"": ""rice vinegar"", ""heat_processed"": true}, {""ingredient"": ""chili sauce"", ""heat_processed"": true}, {""ingredient"": ""cornstarch"", ""heat_processed"": true}, {""ingredient"": ""sesame oil"", ""heat_processed"": true}, {""ingredient"": ""toasted sesame seeds"", ""heat_processed"": true}, {""ingredient"": ""green onions"", ""heat_processed"": true}]","Heat the oil in a large skillet (or wok) over medium-high heat, add the chicken and saute until lightly golden brown.
Add the garlic and ginger and cook until fragrant, about a minute.
Add the mixture of the broth, sugar, honey, soy sauce, ketchup, vinegar, chili sauce and cornstarch, bring to a boil and simmer until it thickens a bit, about a minute.
Remove from heat, mix in the sesame oil, sesame seeds and green onions and enjoy over rice or noodles",en,True,"[""Chinese"", ""American"", ""Asian""]",False,False,
20 Minute Thai Basil Beef,"['1 pound ground beef', '2 shallots, diced', '1 red pepper, diced', '4 cloves garlic, chopped', '2 birds eye chilies, thinly sliced', '2 tablespoons fish sauce (or soy sauce or tamari)', '1 tablespoon palm sugar (or brown sugar)', '1 lime, juice and zest', '1 cup basil (preferably Thai basil)', '2 green onions, thinly sliced']","[{""ingredient"": ""ground beef"", ""heat_processed"": true}, {""ingredient"": ""shallots"", ""heat_processed"": true}, {""ingredient"": ""red pepper"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""birds eye chilies"", ""heat_processed"": true}, {""ingredient"": ""fish sauce"", ""heat_processed"": false}, {""ingredient"": ""palm sugar"", ""heat_processed"": false}, {""ingredient"": ""lime"", ""heat_processed"": false}, {""ingredient"": ""basil"", ""heat_processed"": false}, {""ingredient"": ""green onions"", ""heat_processed"": false}]","Cook the ground beef and shallots in a large pan over medium-high heat until the meat is cooked, about 10 minutes.
Add the red pepper, garlic and chilies and cook until fragrant, about 2-3 minutes.
Add the fish sauce, sugar, lime and basil and cook until the basil just starts to wilt, about a minute. (Taste test and adjust to make sure that the balance of salty, sweet and sour is just the way you like it!)
Enjoy garnished with green onions!",en,True,"[""Thai"", ""Asian"", ""Fusion""]",False,False,
20 Minute Vietnamese Caramel Beef,"['1 tablespoon water', '4 tablespoons palm sugar (or brown sugar)', '1 pound ground beef', '1 shallot, finely diced', '1 tablespoon garlic, grated/minced', '1 tablespoon galangal (or ginger), grated', '1 bird’s eye chili, thinly sliced', '2 tablespoons fish sauce', '1 lime, zest and juice', '1 tablespoon cilantro, chopped (optional)', '1 tablespoon basil, chopped (optional)', '1 tablespoon mint, chopped (optional)']","[{""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""palm sugar"", ""heat_processed"": true}, {""ingredient"": ""ground beef"", ""heat_processed"": true}, {""ingredient"": ""shallot"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""galangal"", ""heat_processed"": true}, {""ingredient"": ""bird\u2019s eye chili"", ""heat_processed"": true}, {""ingredient"": ""fish sauce"", ""heat_processed"": false}, {""ingredient"": ""lime"", ""heat_processed"": false}, {""ingredient"": ""cilantro"", ""heat_processed"": false}, {""ingredient"": ""basil"", ""heat_processed"": false}, {""ingredient"": ""mint"", ""heat_processed"": false}]","Melt the sugar into the water in a large pan over medium heat, bring to a boil and let it cook until it turns a nice caramelized brown/amber colour, about 2-3 minutes.
Add beef and shallot and cook, breaking the beef apart as it cooks, about 10 minutes.
Add the garlic, galangal, chili, fish sauce, lime zest and juice, mix and cook until fragrant, about a minute.
Mix in the fresh herbs and enjoy!",en,True,"[""Thai"", ""Indonesian"", ""Asian Fusion""]",False,False,
4 Cheese Hot Roasted Red Pepper Dip,"['2 roasted red peppers, diced', '1 teaspoon smoked paprika', '4 ounces cream cheese, room temperature', '1 cup manchego, shredded', '1/2 cup parmigiano reggiano (parmesan), shredded', '1 cup mozzarella, shredded', 'pepper to taste']","[{""ingredient"": ""2 roasted red peppers, diced"", ""heat_processed"": true}, {""ingredient"": ""1 teaspoon smoked paprika"", ""heat_processed"": true}, {""ingredient"": ""4 ounces cream cheese, room temperature"", ""heat_processed"": false}, {""ingredient"": ""1 cup manchego, shredded"", ""heat_processed"": false}, {""ingredient"": ""1/2 cup parmigiano reggiano (parmesan), shredded"", ""heat_processed"": false}, {""ingredient"": ""1 cup mozzarella, shredded"", ""heat_processed"": false}, {""ingredient"": ""pepper to taste"", ""heat_processed"": false}]","Mix everything, place in baking dish and bake at 350F/180C until golden brown on top and bubbling on the sides, about 20-30 minutes.
Serve hot and enjoy!",en,True,"[""Spanish"", ""Italian"", ""Fusion""]",False,True,
4 Ingredient Dark Chocolate Dipped Peanut Butter Cookies,"['1 cup peanut butter', '1 cup dates, pits removed', '1 egg', '3.5 ounces (100g) dark chocolate, chips or chopped']","[{""ingredient"": ""peanut butter"", ""heat_processed"": true}, {""ingredient"": ""dates"", ""heat_processed"": true}, {""ingredient"": ""dark chocolate"", ""heat_processed"": true}]","Puree the peanut butter and dates in a food processor until there are no large lumps before adding the egg and pulsing to combine.
Form 1-2 inch balls of dough, place them on a parchment or silicon mat lined baking sheet and press down with a fork criss-cross to flatten them to 1/4 inch thick discs.
Bake in a preheated 350F/180C oven for 8-10 minutes, just before the bottoms start to change colour, before removing from the oven to cool on the sheet for 5 minutes and transferring to a rack to cool completely.
Melt the chocolate and dip the cookies in before letting the chocolate cool and set.",en,True,"[""American"", ""European"", ""Fusion""]",False,True,
7 Chili Chili,"['2 ancho chilis', '1 pasilla chili', '1 costena chili', '1 guajillo chili', '1 chili de arbol', '1 chipotle chili in adobo sauce', '4 slices bacon (cut into 1 inch slices)', '2 pounds beef (chuck roast, cut into 1/2 inch cubes)', '1 onion (chopped)', '4 cloves garlic (chopped)', '1 cup coffee', '1 beer', '1 tablespoon cumin', '1/4 teaspoon cinnamon', '1/2 teaspoon coriander', '1/2 teaspoon cayenne', '1 teaspoon oregano', 'salt to taste', '1/4 tablet Mexican chocolate (grated)', '2 tablespoons masa harina']","[{""ingredient"": ""ancho chilis"", ""heat_processed"": true}, {""ingredient"": ""pasilla chili"", ""heat_processed"": true}, {""ingredient"": ""costena chili"", ""heat_processed"": true}, {""ingredient"": ""guajillo chili"", ""heat_processed"": true}, {""ingredient"": ""chili de arbol"", ""heat_processed"": true}, {""ingredient"": ""bacon"", ""heat_processed"": true}, {""ingredient"": ""beef"", ""heat_processed"": true}, {""ingredient"": ""onion"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""coffee"", ""heat_processed"": true}, {""ingredient"": ""beer"", ""heat_processed"": true}, {""ingredient"": ""cumin"", ""heat_processed"": true}, {""ingredient"": ""cinnamon"", ""heat_processed"": true}, {""ingredient"": ""coriander"", ""heat_processed"": true}, {""ingredient"": ""cayenne"", ""heat_processed"": true}, {""ingredient"": ""oregano"", ""heat_processed"": true}, {""ingredient"": ""Mexican chocolate"", ""heat_processed"": true}, {""ingredient"": ""masa harina"", ""heat_processed"": true}]","Toast the ancho, pasilla, costena, guajillo and de arbol chilies in a pan.
Cover in boiling water and let soak for 30 minutes.
Cook the bacon in a large pan and set aside retaining the grease in the pan.
Add the beef and brown on all sides in the bacon grease and set aside.
Add the onions and saute until tender, about 5-7 minutes.
Add the garlic and saute until fragrant, about a minute.
Add the bacon, beef, coffee, beer, cumin, cinnamon, coriander, cayenne and oregano.
Drain the chilies and blend in a half a cup of fresh water and add to the pot.
Bring to a boil, reduce the heat and simmer until the beef is fork tender, about 5 hours, adding more liquid if required.
Add the Mexican chocolate.
Mix the masa harina into 1/2 a cup of the chili broth and add it back to the pot.
Simmer until the sauce thickens.",en,True,"[""Mexican"", ""Fusion""]",False,False,
Agginaropita (Greek Artichoke Pie),"['2 pounds artichoke hearts (quartered)', '1 cup feta cheese (crumbled)', '1/2 cup herbs (such as dill, mint, parsley, chopped)', '1 bunch green onions (sliced)', '3 eggs (lightly beaten)', 'salt and pepper to taste', '1/4 cup olive oil', '12 sheets phyllo dough (thawed over night in the fridge)']","[{""ingredient"": ""artichoke hearts"", ""heat_processed"": true}, {""ingredient"": ""feta cheese"", ""heat_processed"": false}, {""ingredient"": ""herbs"", ""heat_processed"": false}, {""ingredient"": ""green onions"", ""heat_processed"": false}, {""ingredient"": ""eggs"", ""heat_processed"": true}, {""ingredient"": ""olive oil"", ""heat_processed"": true}, {""ingredient"": ""phyllo dough"", ""heat_processed"": true}]","Mix the artichoke hearts, feta, herbs, green onions, eggs, salt and pepper in a large bowl.
Brush the bottom of an 8×8 inch baking pan with olive oil.
Brush the top of a sheet of phyllo dough with olive oil and place it in the pan. (You may have to cut the phyllo dough to fit the pan.) Repeat until you have 6 layers.
Place the artichoke mixture on top of the phyllo dough.
Brush the top of a sheet of phyllo dough with olive oil and place it on the artichoke filling. Repeat until you have 6 layers.
Bake in a preheated 350F/180C oven until golden brown on top, about 30-50 minutes.",en,True,"[""Mediterranean"", ""Greek"", ""Middle Eastern""]",False,False,
Ahi Tuna Poke Bowl,"['1 cup short grain rice, rinsed', '2 cups water', '1 tablespoon rice vinegar', '1/2 tablespoon sugar', '1/2 teaspoon salt', '1 small sweet onion, thinly sliced', '1 tablespoon rice vinegar', '1/4 cup wakame', '1/4 cup warm water', '1/2 pound ahi tuna, diced', '2 tablespoons soy sauce', '1 teaspoon toasted sesame oil', '1 teaspoon white sesame seeds', '1 teaspoon black sesame seeds', '2 green onions, thinly sliced', '1/2 teaspoon sriracha (optional)', '1 cup cucumber, thinly sliced', '1 avocado, thinly sliced', '1 watermelon radish (or radish), thinly sliced', '2 tablespoon macadamia nuts, chopped', '2 tablespoon toasted seaweed, thinly sliced']","[{""ingredient"": ""short grain rice"", ""heat_processed"": true}, {""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""rice vinegar"", ""heat_processed"": false}, {""ingredient"": ""sugar"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""sweet onion"", ""heat_processed"": false}, {""ingredient"": ""wakame"", ""heat_processed"": true}, {""ingredient"": ""aahi tuna"", ""heat_processed"": true}, {""ingredient"": ""soy sauce"", ""heat_processed"": false}, {""ingredient"": ""toasted sesame oil"", ""heat_processed"": false}, {""ingredient"": ""white sesame seeds"", ""heat_processed"": false}, {""ingredient"": ""black sesame seeds"", ""heat_processed"": false}, {""ingredient"": ""green onions"", ""heat_processed"": false}, {""ingredient"": ""sriracha"", ""heat_processed"": false}, {""ingredient"": ""cucumber"", ""heat_processed"": false}, {""ingredient"": ""avocado"", ""heat_processed"": false}, {""ingredient"": ""watermelon radish"", ""heat_processed"": false}, {""ingredient"": ""macadamia nuts"", ""heat_processed"": false}, {""ingredient"": ""seaweed"", ""heat_processed"": false}]","Bring the rice and water to a boil, reduce the heat to a simmer, and cook, covered, until the water has been absorbed, about 20 minutes, before removing from heat.
Mix the vinegar, sugar and salt and mix it into the rice.
Let the onion sit in the vinegar for 10+ minutes.
Let the wakame sit in the warm water until tender, about 5 minutes.
Assemble the poke bowls and enjoy fresh!",en,True,"[""Japanese"", ""Island"", ""Fusion""]",False,False,
Ahi Tuna Tostadas,"['oil for frying', '16 wonton wrappers (or corn tortillas cut into triangles)', '1 tablespoon oil', '1 5 ounce ahi tuna steak', 'salt and pepper or cajun/creole seasoning to taste', '1 cup sesame and ginger coleslaw', '3 tablespoons wasabi aioli (or gochujang aioli, see below)', '2 green onions (sliced)', '4 birds eye chilies (sliced)', '2 tablespoons sesame seeds', '1/4 cup mayonnaise', '1 teaspoon wasabi', '1/2 lime (juice)', '1/4 cup mayonnaise', '1 tablespoon gochujang', '1/2 lime (juice)']","[{""ingredient"": ""oil for frying"", ""heat_processed"": true}, {""ingredient"": ""16 wonton wrappers"", ""heat_processed"": true}, {""ingredient"": ""1 tablespoon oil"", ""heat_processed"": true}, {""ingredient"": ""1 5 ounce ahi tuna steak"", ""heat_processed"": true}, {""ingredient"": ""salt and pepper or cajun/creole seasoning"", ""heat_processed"": false}, {""ingredient"": ""1 cup sesame and ginger coleslaw"", ""heat_processed"": false}, {""ingredient"": ""3 tablespoons wasabi aioli"", ""heat_processed"": true}, {""ingredient"": ""2 green onions"", ""heat_processed"": false}, {""ingredient"": ""4 birds eye chilies"", ""heat_processed"": false}, {""ingredient"": ""2 tablespoons sesame seeds"", ""heat_processed"": false}, {""ingredient"": ""1/4 cup mayonnaise"", ""heat_processed"": false}, {""ingredient"": ""1 teaspoon wasabi"", ""heat_processed"": false}, {""ingredient"": ""1/2 lime (juice)"", ""heat_processed"": false}, {""ingredient"": ""1/4 cup mayonnaise"", ""heat_processed"": false}, {""ingredient"": ""1 tablespoon gochujang"", ""heat_processed"": false}, {""ingredient"": ""1/2 lime (juice)"", ""heat_processed"": false}]","Heat the oil in a pan.
Fry the wontons in batches until crispy and set aside on paper towels to drain.
Heat up the grill (or your grill pan) and brush it with oil.
Season the tuna on both sides.
Grill the tuna for no more than 2 minutes per side.
Cut the ahi tuna into slices.
Assemble the tostadas and enjoy.
Mix everything.
Mix everything.",en,True,"[""Japanese"", ""American"", ""Fusion""]",False,False,
Aji Verde (Peruvian Green Sauce),"['1 cup cilantro', '1 tablespoon mint (or 1 teaspoon huacatay paste) (optional)', '1/2 cup mayonnaise (or sour cream or plain yogurt)', '2 tablespoons parmigiano reggiano (parmesan) (or cotija) cheese, grated (optional)', '1/2 jalapeno (or 1 aji amarillo or 1 tablespoon aji amarillo paste)', '2 cloves garlic', '1 lime, juice and zest', 'salt to taste']","[{""ingredient"": ""cilantro"", ""heat_processed"": false}, {""ingredient"": ""mint"", ""heat_processed"": false}, {""ingredient"": ""huacatay paste"", ""heat_processed"": false}, {""ingredient"": ""mayonnaise"", ""heat_processed"": false}, {""ingredient"": ""parmigiano reggiano"", ""heat_processed"": false}, {""ingredient"": ""jalapeno"", ""heat_processed"": false}, {""ingredient"": ""garlic"", ""heat_processed"": false}, {""ingredient"": ""lime"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}]",Puree everything well in a food processor or a blender,en,False,"[""Mexican"", ""Peranakan"", ""Island""]",False,True,
Ajitsuke Tamago (Ramen Eggs),"['1 cup water', '1/2 cup soy sauce', '1/2 cup sake', '1/2 cup mirin *', '1/4 cup sugar', '12 eggs', 'water for boiling', 'water, cold for cooling']","[{""ingredient"": ""water"", ""heat_processed"": true}, {""ingredient"": ""soy sauce"", ""heat_processed"": true}, {""ingredient"": ""sake"", ""heat_processed"": true}, {""ingredient"": ""mirin"", ""heat_processed"": true}, {""ingredient"": ""sugar"", ""heat_processed"": true}, {""ingredient"": ""eggs"", ""heat_processed"": true}, {""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""cold water"", ""heat_processed"": false}]","Heat the water, soy sauce, sake, mirin and sugar in a sauce pan until the sugar has dissolved and cool completely.
Fill a large pot with water, bring to a hard boil, add 4 eggs and cook for 6 minutes before transferring them to a large bowl filled with cold water until completely cool. Repeat for remaining eggs.
Peel the eggs and place them in a large ziplock bag with the marinade, seal and let marinate overnight in the fridge.",en,True,"[""Japanese"", ""Chinese"", ""Fusion""]",False,True,
Ale and Cheddar Soup,"['1/2 pound bacon, cut into 1 inch slices', '1 onion, diced', '2 stalks celery, diced', '2 jalapeno peppers, diced', '2 cloves garlic, chopped', '1 teaspoon thyme, chopped', '2 tablespoons butter', '1/4 cup flour (rice flour for gluten-free)', '2 cups chicken broth (or vegetable broth)', '2 cups ale (gluten-free for gluten-free) (or more broth)', '1 teaspoon dijon mustard', '1 tablespoon worcestershire sauce', '1/2 cup heavy cream (or milk)', '2 cups cheddar cheese, shredded', 'cayenne, salt and pepper to taste']","[{""ingredient"": ""bacon"", ""heat_processed"": true}, {""ingredient"": ""onion"", ""heat_processed"": true}, {""ingredient"": ""celery"", ""heat_processed"": true}, {""ingredient"": ""jalapeno peppers"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""thyme"", ""heat_processed"": true}, {""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""flour"", ""heat_processed"": true}, {""ingredient"": ""chicken broth"", ""heat_processed"": true}, {""ingredient"": ""ale"", ""heat_processed"": true}, {""ingredient"": ""dijon mustard"", ""heat_processed"": true}, {""ingredient"": ""worcestershire sauce"", ""heat_processed"": true}, {""ingredient"": ""heavy cream"", ""heat_processed"": true}, {""ingredient"": ""cheddar cheese"", ""heat_processed"": true}, {""ingredient"": ""cayenne"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""pepper"", ""heat_processed"": false}]","Cook the bacon in a large saucepan over medium heat and set aside on paper towels to drain, reserving 2 tablespoons of the grease in the pan.
Add the onion, celery and jalapeno and cook until tender, about 10 minutes.
Add the garlic and thyme and cook until fragrant, about a minute.
Add the butter, let it melt and start bubbling, before sprinkling on the flour and letting it cook until it starts to turn golden brown, about 2-3 minutes.
Add the broth, and ale, and deglaze the pan before adding the bacon and then let cook for 10 minutes.
Add the mustard, Worcestershire sauce, cream, and cheese and cook, until the cheese has melted, without bringing it back to a boil.
Season with cayenne, salt and pepper to taste and enjoy.",en,True,"[""American"", ""French"", ""American""]",False,False,
Almond Crescent Cookies,"['1 cup (2 sticks) butter, room temperature', '1/2 cup icing/powdered sugar', '1 teaspoon almond extract', '1/4 teaspoon salt', '2 cups flour', '1 cup almonds, coarsely chopped', 'icing/powdered sugar to taste for dusting']","[{""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""almonds"", ""heat_processed"": true}, {""ingredient"": ""flour"", ""heat_processed"": true}, {""ingredient"": ""icing/powdered sugar"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}]","Cream the butter and sugar.
Mix in the almond extract, salt followed by the flour and then the nuts.
Shape 1 tablespoon of dough at a time into crescent moons and place them on a parchment lined baking sheet one inch apart from each other.
Chill in the fridge for at least 30 minutes.
Bake in a preheated 350F/180C oven until they just start to lightly brown, about 12-15 minutes.
Sift the icing sugar over the still warm cookies.",en,True,"[""French"", ""American"", ""European""]",False,True,
Almond Joy Cookies,"['1 cup (1/2 pound, 2 sticks) unsalted butter, room temperature', '1 cup packed brown sugar', '1 cup granulated sugar', '2 large eggs', '1 teaspoon vanilla extract', '2 1/2 cups all-purpose flour', '1 1/2 teaspoons baking soda', '1 teaspoon baking powder', '1/2 teaspoon salt', '1 cup semisweet chocolate chips', '1 cup sweetened shredded coconut', '1 cup toasted sliced almonds']","[{""ingredient"": ""unsalted butter"", ""heat_processed"": true}, {""ingredient"": ""brown sugar"", ""heat_processed"": true}, {""ingredient"": ""granulated sugar"", ""heat_processed"": true}, {""ingredient"": ""eggs"", ""heat_processed"": false}, {""ingredient"": ""vanilla extract"", ""heat_processed"": false}, {""ingredient"": ""all-purpose flour"", ""heat_processed"": false}, {""ingredient"": ""baking soda"", ""heat_processed"": false}, {""ingredient"": ""baking powder"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""semisweet chocolate chips"", ""heat_processed"": false}, {""ingredient"": ""sweetened shredded coconut"", ""heat_processed"": false}, {""ingredient"": ""toasted sliced almonds"", ""heat_processed"": false}]","Cream the butter and sugars before beating in the eggs followed by the vanilla.
Mix the flour, baking soda, baking powder and salt.
Mix the flour mixture into the wet mixture before gently folding the chocolate chips, shredded coconut and almonds.
Scoop the dough, 1-2 tablespoons, at a time, form into balls and place them on baking sheets, lined with parchment paper (or a silicon baking mat), 2 inches apart from each other.
Bake in a preheated 350F/180C oven until they just start to turn lightly golden brown along the edges, 8-10 minutes.
Let cool and enjoy!",en,True,"[""American"", ""European"", ""Fusion""]",False,True,
Amaretto Shrimp,"['3 tablespoons butter', '1/2 medium onion (chopped)', '1 pound shrimp (peeled and deveined)', '1/2 cup amaretto', '1/2 cup slivered almonds', '1/2 teaspoon salt']","[{""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""onion"", ""heat_processed"": true}, {""ingredient"": ""shrimp"", ""heat_processed"": true}, {""ingredient"": ""amaretto"", ""heat_processed"": true}, {""ingredient"": ""almonds"", ""heat_processed"": true}, {""ingredient"": ""salt"", ""heat_processed"": false}]","Melt the butter in a pan and cook until golden brown.
Add the onion and saute until they just start to brown.
Add the shrimp and saute for 2-3 minutes.
Add the amaretto, almonds and salt and saute for 2-3 minutes.",en,True,"[""Italian"", ""American"", ""Fusion""]",False,False,
