title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian,processing_error
How to make a brine,"['3l water', '300g of salt', '200g of sugar', '10 cloves', '10 coriander seeds', '10 peppercorns', '10 juniper berries', '10 star anise', '3 sprigs of thyme', '3 bay leaves', '1 lemon, zest only', '1 orange, zest only']","[{""ingredient"": ""salt"", ""heat_processed"": true}, {""ingredient"": ""sugar"", ""heat_processed"": true}, {""ingredient"": ""thyme"", ""heat_processed"": true}, {""ingredient"": ""bay leaves"", ""heat_processed"": true}, {""ingredient"": ""lemon zest"", ""heat_processed"": false}, {""ingredient"": ""orange zest"", ""heat_processed"": false}]","Add the dry spices to a hot dry pan and lightly toast until fragrant
Add the salt and sugar to the pan along with the thyme, bay leaves, citrus zests and 1 litre of the water and bring to the boil
Heat and stir until the salt and sugar have completely dissolved, then remove from the heat
Add the remaining 2 litres of water, which will cool the brine down, but be sure to place the brine in the fridge until completely chilled before using. If you’re in a hurry you can add 2kg of ice instead
Submerge the meat in the brine and leave in the fridge for the recommended time
When the meat has finished brining, give it a quick rinse in cold water and pat dry. If you're cooking poultry, it’s a good idea to leave it uncovered in the fridge for a few hours to really dry out the skin, as this will help it crisp up when cooking",en,True,"[""French"", ""Western"", ""Mediterranean""]",True,True,
How to make fish stock,"['1kg fish bones, chopped down into 5cm pieces and cleaned', '1 leek, white parts only, chopped', '1/2 fennel, chopped', '1 stick of celery, chopped', '1 small onion, chopped', '1/2 garlic bulb', '500ml of white wine', '6 white peppercorns, (you can also use pink peppercorns for a more floral flavour)', '1 tsp fennel seeds', '1 sheet of kombu, (optional)', '2 bay leaves', 'parsley stalks', '1 handful of dill', '1 handful of tarragon', '2 slices of lemon']","[{""ingredient"": ""fennel seeds"", ""heat_processed"": true}, {""ingredient"": ""peppercorns"", ""heat_processed"": true}, {""ingredient"": ""leek"", ""heat_processed"": true}, {""ingredient"": ""fennel"", ""heat_processed"": true}, {""ingredient"": ""celery"", ""heat_processed"": true}, {""ingredient"": ""onion"", ""heat_processed"": true}, {""ingredient"": ""garlic"", ""heat_processed"": true}, {""ingredient"": ""white wine"", ""heat_processed"": true}, {""ingredient"": ""fish bones"", ""heat_processed"": true}, {""ingredient"": ""water"", ""heat_processed"": true}, {""ingredient"": ""kombu"", ""heat_processed"": true}, {""ingredient"": ""bay leaves"", ""heat_processed"": true}, {""ingredient"": ""parsley stalks"", ""heat_processed"": true}, {""ingredient"": ""dill"", ""heat_processed"": true}, {""ingredient"": ""tarragon"", ""heat_processed"": true}, {""ingredient"": ""lemon"", ""heat_processed"": true}]","Drizzle some olive oil into a large stockpot over a medium heat and add the fennel seeds and peppercorns
Once the seeds are sizzling, add the sliced leek, fennel, celery, onion and garlic and gently cook, ensuring you only soften and don’t colour the veg
Add the wine, turn up the heat and reduce by half
Add the fish bones to the pan. Be careful not to stir the stock too much once the bones are in, as too much agitation of the bones will turn the liquid cloudy
Top up with water until the bones are just covered, then add the kombu
Bring the stock to the boil, skim off the scum, then turn down and add the bay leaves. Simmer for 20 minutes
Turn off the heat, add the parsley stalks, herbs and lemon slices then cover with cling film and leave to infuse for a further 30 minutes
Using a ladle, scoop out the stock and pass through a sieve lined with muslin cloth into a container. Again, be gentle and try not to unsettle the bones or you’ll end up with cloudy stock
The stock will keep for 3–5 days in the fridge, or up to 3 months in the freezer",en,True,"[""French"", ""Seafood"", ""Mediterrane0an""]",False,False,
How to cook rib-eye steak to perfection,"['1 rib-eye steak', '1 pinch of flaky sea salt', '1 pinch of freshly ground black pepper', '50g of butter', '1 sprig of thyme', '1 garlic clove']","[{""ingredient"": ""1 rib-eye steak"", ""heat_processed"": true}, {""ingredient"": ""50g of butter"", ""heat_processed"": true}, {""ingredient"": ""1 sprig of thyme"", ""heat_processed"": true}, {""ingredient"": ""1 garlic clove"", ""heat_processed"": true}]","Get your frying pan smoking hot. If you are cooking 2 steaks, make sure your pan is large enough to fit the steaks in with plenty of room– if not, use 2 pans and heat both up simultaneously. Add the steak to the pan and cook on a medium-high heat for 2–3 minutes on each side
After flipping the steak for the first time, add the butter with the thyme and garlic and baste for a minute. To do this, tilt the pan towards you so the butter pools at the bottom of the pan, then spoon the butter back over the steak repeatedly
Remove the steak from the pan and leave to rest for 5 minutes
Slice the steak across the grain, season and serve up with your choice of sides and sauce",en,True,"[""American"", ""Western"", ""Fusion""]",False,True,
How to make chorizo crisps,"['1 chorizo sausage, very thinly sliced']","[{""ingredient"": ""chorizo sausage"", ""heat_processed"": true}]","Preheat the oven to 180C/gas mark 4
Line a baking tray with greaseproof paper and lay the chorizo slices across it
The chorizo will curl up as it cooks, so if you'd prefer the pieces to stay flat place another sheet of greaseproof paper on top and use another baking tray to keep them weighted down
Bake for 8-10 minutes, or until crisp
Use right away or store in an airtight container for up to 1 week",en,True,"[""Spanish"", ""Fusion"", ""Island""]",False,False,
How to make pomme purée,"['500g of mashing potatoes', '200g of unsalted butter, at room temperature', '100ml of double cream', '50ml of milk', 'salt']","[{""ingredient"": ""potatoes"", ""heat_processed"": true}, {""ingredient"": ""unsalted butter"", ""heat_processed"": true}, {""ingredient"": ""double cream"", ""heat_processed"": true}, {""ingredient"": ""milk"", ""heat_processed"": true}]","Peel the potatoes, placing them in a pan of cold water as you do so to prevent discolouration. Quarter the potatoes, making sure the pieces are all roughly the same size so that they cook evenly
Top up with cold water if necessary and heavily season the water with salt. Bring to the boil, then turn down to a simmer and cook for 15–20 minutes, or until the potatoes are soft
Drain and leave to steam dry for a few minutes
Meanwhile, place the cream and milk in a pan and bring to a gentle simmer over a medium heat
Whilst still hot, push the potatoes through a mouli or potato ricer
Fold the cream mixture into the mash and add the butter. Bring the mash together quickly and efficiently until you have a silky smooth purée, and return to the heat if needed. Be careful not to overheat or over-mix though – you could split the cream if it gets too hot, and overworking the potato will make it gluey. Season with plenty of salt and serve immediately",en,True,"[""English"", ""French"", ""Contemporary""]",False,True,
How to make crispy chicken skin,"['2 chicken skins, from large thighs', 'salt']","[{""ingredient"": ""chicken skins"", ""heat_processed"": true}, {""ingredient"": ""salt"", ""heat_processed"": false}]","Preheat the oven to 180°C/gas mark 4
Using a small, sharp knife, lay the skins skin-side down and scrape off any excess fat and remaining meat. You should be left with just the thin skin
Lay the skins stretched out flat on a greaseproof-lined baking sheet. Sprinkle with a pinch of flaky sea salt
Lay a second sheet of greaseproof paper over the skins then weigh down with another tray
Place in the oven for 10–15 minutes, after which time they should be golden brown and crisp. Be careful not to let them colour too much or they will taste bitter
Save the chicken fat gathered on the tray to whisk into butter. Place the skins on kitchen paper and sprinkle with salt
Store in airtight container in a cool, dark place for up to 5 days (they can be kept out of the fridge)
If you're looking for a quick snack, break the skins up into bite-sized pieces and serve with a bowl of hot sauce",en,True,"[""Fusion cuisines"", ""Island cuisines"", ""Regional cuisines""]",False,False,
Emmer flour soda bread,"['250g of natural yoghurt', '200ml of water, tepid', '450g of emmer flour', '2 tsp bicarbonate of soda', '1 pinch of salt', '1 tsp oil']","[{""ingredient"": ""natural yoghurt"", ""heat_processed"": false}, {""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""emmer flour"", ""heat_processed"": false}, {""ingredient"": ""bicarbonate of soda"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""oil"", ""heat_processed"": false}]","Place the yoghurt and water in a jug and stir to combine
Preheat the oven to 200°C/gas mark 6 and line a 1kg loaf tin with baking parchment
Put the flour, bicarbonate of soda and salt into a large bowl and mix together well
Add the prepared yoghurt mixture to the bowl and stir everything together to make a soft, sticky dough
Tip the dough into the prepared tin, smooth the top and sprinkle with oil
Cover the tin with oiled kitchen foil, creating a dome so that the bread can rise during cooking
Bake for 55 minutes, then carefully remove the tin foil and bake for a further 10 minutes
Turn the loaf out onto a wire rack – the bottom should sound hollow when tapped. Allow to cool completely before serving",en,True,"[""European"", ""Western"", ""Fusion""]",True,True,
Wholemeal soda bread with 'no-cook' strawberry jam,"['250g of strawberries, washed, hulled and quartered', '300g of caster sugar', 'lemon juice to taste', '40ml of liquid pectin', '50g of butter', '250g of wholemeal flour', '100g of plain flour, plus extra for dusting', '5g of bicarbonate of soda', '3g of salt', '5g of caster sugar', '250ml of buttermilk', '150ml of milk']","[{""ingredient"": ""strawberries"", ""heat_processed"": true}, {""ingredient"": ""caster sugar"", ""heat_processed"": true}, {""ingredient"": ""lemon juice"", ""heat_processed"": false}, {""ingredient"": ""liquid pectin"", ""heat_processed"": true}, {""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""wholemeal flour"", ""heat_processed"": false}, {""ingredient"": ""plain flour"", ""heat_processed"": false}, {""ingredient"": ""bicarbonate of soda"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""caster sugar"", ""heat_processed"": false}, {""ingredient"": ""buttermilk"", ""heat_processed"": false}, {""ingredient"": ""milk"", ""heat_processed"": false}]","In a bowl, crush the strawberries and stir in the sugar and lemon juice. Leave to stand for 30-40 minutes, stirring every 5 minutes
Add the liquid pectin and stir for 3-5 minutes. Pour into a container and place in the fridge to set overnight
Once set, the jam can be stored in the fridge and used within 7 days or frozen and defrosted when required
For the bread, brush a loaf tin with 25g of butter and sprinkle flour around the tin to coat the butter. Preheat the oven to 200°C/gas mark 6
Make sure the bread ingredients are at room temperature – this will help the bicarb to raise the dough as it bakes. Alternatively, warm the milk to blood temperature before adding to the mix
In a bowl, mix the flour, bicarbonate of soda, salt and sugar
Rub the remaining 25g of butter into the flour until the mix resembles breadcrumbs - this should take approximately 4-5 minutes
Add the buttermilk and milk and mix until it has just come together - be careful not to over mix
Tip and scrape the dough into the prepared tin, cover loosely with foil and bake for 20 minutes
Remove the foil and continue baking for a further 20-25 minutes, or until done. The cooked loaf should produce a hollow sound when tapped on the base
Slice the soda bread and toast. Spread the jam over the toast and serve",en,True,"[""British"", ""French"", ""Indian""]",False,True,
White bread,"['500g of strong bread flour', '10g of fresh yeast, or 4g of dried yeast', '5g of salt', '350ml of water']","[{""ingredient"": ""strong bread flour"", ""heat_processed"": false}, {""ingredient"": ""fresh yeast"", ""heat_processed"": true}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""water"", ""heat_processed"": true}]","To make the dough, rub the fresh yeast into the flour with your fingertips until it breaks up into small pieces and is evenly dispersed into the flour. If using dried yeast, combine with the water and add to the flour in the next step
Add the salt to the flour, followed by the water in small amounts, mixing as you go. Once a dough starts to form stop adding water – it's unlikely you'll need the full amount. If using an electric mixer, attach the dough hook and mix on a low speed until a dough forms
Scrape the dough out onto a clean work surface, but do not add any additional flour. Begin to work and knead the dough for 8-10 minutes until it tightens and comes together. The dough is ready when it comes away from the table cleanly and looks silky and smooth
Dust the work surface with a little flour and start to shape the dough into a ball by stretching the outsides into the middle and pressing them firmly into the dough with your thumbs
Lightly dust a bowl with flour and transfer the dough into the bowl. Cover with cling film or a tea towel and leave to prove in a warm place until it has doubled in size. This will take at least 1 hour
Knock back the dough by kneading it for another 5 minutes, then cut into 2 even portions. Line your scales with cling film and dust with a little flour during this process
Grease and lightly flour your loaf tins and place the portions of dough into each one - each portion should ideally fill the tins up to halfway. Alternatively, shape into small rounds and place on a baking tray. Cover again and leave to prove in a warm place until the dough has doubled in size
Preheat the oven to 250˚C/gas mark 9
Brush lightly with water and place in the oven for 20 minutes until golden brown. A good method to test if the bread is ready is to tap each loaf on the base and listen for a hollow sound. Return to the oven for 2-3 minutes if the bread is not ready. Turn out onto a wire rack and allow to cool before serving",en,True,"[""European"", ""Western"", ""French""]",True,True,
Honey ale soda bread with hand-churned butter,"['360g of wholemeal flour, Chloë uses Little Mill', '50g of rolled oats, plus extra for sprinkling', '1 tsp bicarbonate of soda', '1/2 tsp salt', '200ml of brown ale, ideally honey ale or a lighter brown ale', '200ml of buttermilk, or milk soured with lemon juice', '1 tbsp of runny honey', '40g of butter, melted', '250ml of double cream', '1/4 tsp sea salt']","[{""ingredient"": ""wholemeal flour"", ""heat_processed"": true}, {""ingredient"": ""rolled oats"", ""heat_processed"": false}, {""ingredient"": ""bicarbonate of soda"", ""heat_processed"": false}, {""ingredient"": ""salt"", ""heat_processed"": false}, {""ingredient"": ""brown ale"", ""heat_processed"": true}, {""ingredient"": ""buttermilk"", ""heat_processed"": false}, {""ingredient"": ""runny honey"", ""heat_processed"": false}, {""ingredient"": ""butter"", ""heat_processed"": true}, {""ingredient"": ""double cream"", ""heat_processed"": true}, {""ingredient"": ""sea salt"", ""heat_processed"": false}]","Prepare a 2lb loaf tin by buttering and dusting with a layer of flour. Preheat an oven to 200°C/gas mark 5
Use your hands to mix the dry ingredients in a large bowl and make a well in the centre. Combine the beer, buttermilk, honey and melted butter in a jug and mix well
Pour the wet mixture into the dry and stir lightly as you might a cake batter, trying to keep the air in. The mixture will be wet and easy to pour. Pour the mixture into your prepared loaf tin and scatter over a few extra oats
Bake in a hot oven for about 35 minutes or until the loaf sounds hollow when you tap it. Cool on a wire rack and consume within 3–4 days
To make the butter, pour the double cream into a jam jar and shake vigorously for up to 20 minutes until the yellow butter fat separates from the watery buttermilk
Strain the buttermilk through a muslin cloth into a bowl and then squeeze the cloth well to ensure all the whey has been taken out. Any whey that is left in the butter will sour and cause it to spoil quickly
You may want to cool the butter in the fridge for 30 minutes before squeezing again to remove any whey because you don’t want to handle it too much. Spread the butter out on a plate as thinly as possible, sprinkle with sea salt and seasonings, if using, and then roll up
Serve slices of homemade butter with warm soda bread. It will keep in the fridge for up to two weeks, provided the butter is well salted and drained",en,True,"[""Irish"", ""British"", ""French""]",False,True,
Piot bread (soldier buns),"['200g of raisins, or currants', '130ml of water', '500g of strong flour, plus extra for dusting', '25g of caster sugar', '75g of unsalted butter, or lard, softened, plus extra for greasing', '7g of quick yeast', '1 egg', '150ml of whole milk', '5g of sea salt', '1 egg yolk, beaten with 1 tbsp milk for the egg wash']","[{""ingredient"": ""raisins, or currants"", ""heat_processed"": true}, {""ingredient"": ""water"", ""heat_processed"": false}, {""ingredient"": ""strong flour"", ""heat_processed"": false}, {""ingredient"": ""caster sugar"", ""heat_processed"": false}, {""ingredient"": ""unsalted butter, or lard"", ""heat_processed"": true}, {""ingredient"": ""quick yeast"", ""heat_processed"": false}, {""ingredient"": ""egg"", ""heat_processed"": false}, {""ingredient"": ""whole milk"", ""heat_processed"": false}, {""ingredient"": ""sea salt"", ""heat_processed"": false}, {""ingredient"": ""egg yolk"", ""heat_processed"": false}]","Soak the raisins or currants in 2 tablespoons of the water for 1 hour, then drain
Meanwhile, combine the flour, sugar, butter and yeast in a large bowl or the bowl of an electric mixer fitted with the dough hook. Add the egg and pour in the milk and start kneading. When completely absorbed, pour in the remaining water and knead for 5 minutes. Let the dough rest for 5 minutes
Add the salt and knead for 10 minutes. Rest the dough, covered, for 30 minutes and then knead briefly
Finally add the soaked currants and raisins and knead carefully, or on slow speed, to mix in the fruit without crushing it. Cover the dough and set aside for 1 hour until it has doubled in size
Divide the dough into 16 portions and shape into long narrow finger buns of 16 x 2 cm. Place the buns close together on a baking tray lined with baking paper, with not too much space in between as they are supposed to stick together. Cover and set aside to rise again for 1 hour
Preheat the oven to 210°C/gas mark 7. Do not use the fan setting. Brush the top of the piot buns with the egg wash and bake for 15 minutes or until golden brown
Cool on a wire rack",en,True,"[""French"", ""British"", ""American""]",False,False,
