title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
strawberry lemonade margaritas,"['2 oz. good quality tequila, (I used Patron Reposado)', '1/2 oz. cointreau', '5 oz. strawberry lemonade', 'fresh lime juice', 'Kosher salt (optional)', 'fresh strawberries', 'lime slices']",,"Add salt to a shallow dish. Cut a lime wedge and run it around the rim of a glass. Gently dip the glass into the salt, twisting back and forth to coat. Fill with ice and set aside.
In a martini shaker, add the tequila, cointreau, and strawberry lemonade. Shake well.
Pour over ice and add a squeeze of fresh lime juice to taste (if desired).
Garnish with thinly sliced limes and strawberries.",en,False,,True,True
winter berry smoothie,"['1 c. mixed berries, frozen']",,"In a blender, combine the frozen berries and apple cider.
Process until smooth, adding extra juice if it seems a little too thick.
Add honey or agave syrup to sweeten if necessary.",en,False,,True,True
fresh cranberry yogurt drink,"['¼ c. frozen cranberries', '1 frozen banana, sliced', '1/2 cup plain yogurt', '1/2 cup apple juice', '1 tsp. chia or flax seeds (optional)', '1 tsp. honey, agave or maple syrup + more to taste']",,"Place all of the ingredients into a blender, and process until smooth and creamy. Run the machine for an extra minute or two to break up the seeds (if using). Add additional sweetener to taste. Serve cold.",en,False,,False,True
Veggie Fries,"['2 large sweet potatoes', '4 large parsnips', '4 carrots, assorted colors', '1-2 tablespoons of olive oil', '1-2 tablespoons of chopped rosemary', 'garlic powder, to taste', 'cornmeal', 'salt']",,"Set your Airfryer to 350 F.
Peel and trim all of the vegetables. Cut into 1/2-inch sticks. The best way to do this, is to cut the vegetables into slices first, lengthwise, and then across to create ‘fries’. Place the vegetables into 3 bowls, respectively.
Drizzle the vegetables with olive oil, rosemary, garlic powder, and a sprinkle of cornmeal. Toss well to combine.
To air-fry, place half of the sweet potatoes into the fry basket, making sure not to go over the max line. Cook for 6-9 minutes or until crispy. Transfer to a wire rack and sprinkle with salt while still hot.
For the parsnips, cook for 3-4 minutes. For the carrots, cook for 10-15 minutes.
Serve directly on the cooling rack, family-style, or on a large platter. Veggie fries are best enjoyed warm, fresh out of the Airfryer.",en,True,,True,True
Lemon Pepper Roasted Radishes,"['1 bunch of rainbow radishes', 'olive oil, for coating', 'lemon pepper seasoning, to taste', '1 pat of unsalted butter']",,"Preheat your oven to 425 F. Line a rimmed baking sheet with parchment paper.
To prepare the radishes, remove the leafy green tops and save for another recipe (they’re great tossed into a mesclun salad). Halve the radishes lengthwise through the root.
Arrange the radishes onto the baking sheet. Coat lightly with olive oil. Season with lemon pepper, to taste.
Roast for about 10-20 minutes, depending on size. Check at the 10 minute mark; insert a paring knife into the center of a radish. If it pulls out easily, they’re ready. If not, cook for a little bit longer.
To serve, toss with the butter while still warm. Enjoy right away!",en,True,,False,True
simple sautéed rainbow chard with sourdough,"['2 tbsp olive oil', '1 bunch rainbow chard, stems reserved', '2 garlic cloves, sliced paper thin', 'coarse salt & freshly ground pepper', '1 lemon', 'wedge of parmesan cheese for grating', 'Thick slices of sourdough bread']",,"Grab a large 12-inch skillet and warm the olive oil over low heat.
Rinse the swiss chard under cold water to remove any dirt and shake dry; it’s OK if the leaves are a little wet. They will ‘steam’ once cooked. Dice the colorful stems into 1/2-pieces.
Toss the stems into the pan and sauté until crisp tender, about 5 minutes.
Meanwhile, thinly slice or shred the swiss chard leaves.
Add the sliced garlic to the pan and cook until fragrant, 30 seconds. Don’t burn the garlic; it will taste bitter.
Add the swiss chard, in one big pile, using tongs to toss and turn the leaves as you go. Place the lid on top and cook until tender, about 5-6 minutes. Check on it after a couple of minutes or so to see how it’s doing. Season with salt and pepper to taste.
Remove the lid and crank up the heat. If there is any residual liquid in the pan, it will begin to evaporate.
Squeeze in the juice of half a lemon and drizzle with extra olive oil. Don’t skimp.
Pile the greens into bowls and top with grated parmesan cheese and extra lemon on the side. Serve with bread.",en,True,,False,True
caramelized cauliflower with pan toasted fennel,"['1 small cauliflower', '1-2 tbsp. olive oil', '2 tsp. fennel seeds', 'salt + pepper', '1 lemon', '1/4 c. roughly chopped parsley', 'pomegranate seeds']",,"Remove the leaves and thick stem from the cauliflower. Cut crosswise into 1-inch slices. Some pieces will stay intact and the rest will break off into florets.
Warm 1 tablespoon of olive oil over medium heat. When the pan is hot add 1 teaspoon of fennel seeds. Sear the cauliflower on both sides until golden, about 2 minutes per side. Season with salt and pepper. Transfer immediately to a paper towel lined plate.
Repeat this method using the remaining olive oil and fennel seeds until you have used all of the cauliflower.
To serve, arrange the cauliflower onto a platter. Squeeze half a lemon over the top. Decorate with parsley and pomegranate seeds. Enjoy warm.",en,True,,True,True
scrumptious buttered beets,"['1 large bunch baby beets, washed, skin on, leaves removed', '2 tbsp of unsalted butter', '1-2 clementines', 'splash of balsamic vinegar', 'coarse salt & freshly ground black pepper']",,"For roasting the beets, wrap in a foil package. Drizzle with olive oil and season with salt and pepper. Roast @ 425 for 30 minutes- 1 hour depending on size. The beets are ready when a paring knife comes out easily when inserted. Alternatively, boil the beets in a large pot of water until tender. When cool enough to handle, remove the skin (I do this with my hands). Cut in half or quarter if the beets are large.
In a skillet, melt the butter over low heat. Add the beets and toss to coat. Add the juice of one clementine and season with salt and pepper.
For more orange flavor, add the remaining clementine and/or a splash of balsamic vinegar for extra tang. Adjust seasoning, if necessary.
Serve warm.",en,True,,False,True
dinner tonight: mediterranean baked chicken,"['1x 14 oz. jar of marinated artichoke hearts, juice only', '2 garlic cloves, thinly sliced', '4 sprigs of fresh oregano, leaves stripped', '1 1/2 lbs. boneless, skinless chicken thighs', '2 tbsp. olive oil, divided', '1 small red onion, thinly sliced', '1 pint cherry tomatoes, left whole', 'reserved artichoke hearts', '1x 14 oz. can white beans, drained & rinsed', '1/4 c. roughly chopped Kalamata olives', '1x 8 oz. tub marinated bocconcini (mini-mozzarella balls), drained', 'salt', 'freshly ground black pepper', '1/4 c. roughly chopped parsley', '2 tbsp. basil leaves, cut into ribbons']",,"Marinade: drain the artichokes hearts reserving the juice. To a large bowl, add 2 tbsp. of artichoke juice, garlic, and oregano leaves.
Cut the chicken into thirds, about 1 1/2- inch strips. Add to the bowl. Cover with plastic wrap, and refrigerate for at least 1 hour, maximum 3 hours.
Bake: preheat your oven to 400 F.
Add 1 tablespoon of olive oil, sliced onions, and tomatoes to a large roasting pan. Season with salt and pepper and toss to combine. Roast on the center rack stirring occasionally, until the onions are soft and the tomatoes begin to burst, about 15-20 minutes.
Meanwhile, prepare the chicken. In a large skillet warm 1 tablespoon of olive oil over moderate heat. Season the chicken with salt and pepper. Brown the meat on both sides, working in batches and transfer to a plate. The chicken will be slightly undercooked.
Pat the artichokes dry with a paper towel. Cut into quarters.
Remove the roasting pan from the oven; the onions should be soft and sticky. If not, bake for an additional 3-5 minutes.
Add the chicken, artichoke hearts, beans, and olives to the pan (not the bocconcini- if you add the cheese too early it will melt all over the place). Roast for about 7-10 minutes until the chicken is cooked through.
To serve, add the cheese and toss gently. The heat from the pan will soften the cheese.
Top with parsley and basil leaves, and drizzle with extra artichoke juice if desired.",en,True,,False,False
creamy baked sausage risotto,"['1 tsp olive oil', '3/4 lb Italian chicken sausage', '1 tbsp olive oil', '1 tbsp butter', '1 medium onion, cut into 1/2-inch dice', '1 rib of celery with leaves (if you have any), thinly sliced', '1 garlic clove, thinly sliced', '3/4 cup Arborio rice', 'splash of dry white wine, such as Sauvignon Blanc', '1x 14 oz can of diced tomatoes', '3 cups of good-quality chicken broth (or stock), plus more as needed', 'salt & pepper', '1/4 cup roughly chopped parsley (I used the curly kind)', 'parmesan cheese', 'extra olive oil, for serving']",,"Preheat your oven to 350 F.
In a 6 qt. Dutch oven, or another oven-proof pot with lid, warm the 1 tsp. of olive oil over medium heat. Add the sausage and brown on all sides, about 10-12 minutes. Transfer sausage to a cutting board. Pour out any residual oil and clean the bottom of the pot with a paper towel.
To begin the risotto, add the olive oil and butter to the Dutch oven. Saute the onions, celery, and garlic over medium-low heat until the vegetables begin to soften, abut 5-7 minutes.
Add the rice. Stir the grains to coat, 1 minute.
Deglaze the pan with a splash of white wine scraping up any brown bits stuck to the bottom of the pot. Simmer for 1-2 minutes or until the wine is slightly reduced.
Add the tomatoes and chicken broth, and give it a stir.
Place the lid on top and transfer to the oven. Bake for 30 minutes.
Meanwhile, slice the sausage into rounds.
At the 30 minute mark, add the sausage to the pot. Continue to bake for an additional 10 minutes. The risotto is ready when the grains are tender, but still have a slight bite to them.
Remove the pot from the oven and peek inside; adjust consistency with more chicken broth or simply keep it the way it is. Risotto is very forgiving. Taste and season with salt and pepper.
Stir in the chopped parsley.
Serve warm with a drizzle of extra olive oil and plenty of parmesan cheese.",en,True,,False,False
hawaiian marinated flank steak,"['1 1/2- 2 lbs. good quality flank steak*', '1 bottle Veri Veri Teriyaki marinade (Soy Vay brand)', '1 c. pineapple juice', '1 inch piece of ginger, sliced', '2 large sprigs of rosemary', 'olive oil', 'salt & pepper']",,"In a 9×13 baking dish, add 1/2 bottle of the marinade (save the rest for another use), pineapple juice, ginger, and rosemary. Whisk to combine. Add the steak, making sure that it is covered with the marinade. Add extra teriyaki and pineapple juice if necessary. Cover with plastic wrap and marinate in the fridge for at least 24 hours.
Remove the steak from the refrigerator about 30 minutes prior to cooking. Taking the chill off helps the meat to cook evenly.
Heat your grill to high. Remove the steak from the marinade and pat dry with paper towels. Drizzle lightly with olive oil and rub it in to coat (this prevents sticking on the grill). Season with salt and pepper and set aside.
For the glaze, pour the remaining marinade into a small saucepan. Bring to a boil and then simmer until slightly thickened and reduced by half.
Grill the steak for about 6-8 minutes on each side (medium-rare), brushing them with the glaze in between each turn. Increase cooking time depending on your temperature preference.
Remove from the grill and let rest for at least 10 minutes so that all of the juices can evenly distribute. Thinly slice on an angle and serve with desired side dishes.",en,True,,True,True
chicken piccata,"['1 1/2 lbs. thinly sliced chicken cutlets', '1/2 c. flour + 1 teaspoon, divided', '2 tbsp. olive oil, divided', '2 tbsp. butter, divided', '1/4 c. shallots, diced', '2 garlic cloves, finely minced or crushed with a garlic press', '1/4 c. white wine', '1 1/2 c. low- sodium chicken stock or broth', '2 lemons', '2 tbsp. brined capers, rinsed', '1/2 tsp salt', 'freshly ground black pepper', 'lemon slices', '3 tbsp. roughly chopped flat-leaf parsley', '1 1/2 c. instant bulgur wheat', '3 c. low-sodium chicken stock or broth', '1 tbsp. olive oil', '1x 14 oz. bag baby spinach', 'Couscous and Jasmine rice make excellent quick-cooking side dish options.']",,"Bring a large pot of chicken stock to a boil. Add the bulgur wheat. Remove from the heat, and keep covered for about 20-25 minutes or until tender (drain any extra liquid if necessary). Add the olive oil and 2 handfuls of spinach. As you begin to stir, the residual heat will wilt the greens. Add the rest of the spinach and keep warm until ready to serve.
Add 1/2 c. flour to a shallow bowl; add the remaining 1 teaspoon to a separate bowl for the sauce.
Season the chicken on both sides with salt and pepper.
Dredge the cutlets in flour shaking off any excess as you go. Transfer to a plate.
In a large 12-inch skillet, warm 1 tablespoon of olive oil and 1 tablespoon of butter over medium-low heat. Add the chicken and brown on both sides, about 3 minutes per side. Work in batches or use two separate pans. Transfer the chicken to a plate and cover with foil to keep warm. Note: it is important to monitor the heat so that the flour does’t burn. This will impart a bitter flavor to the sauce.
While the chicken is cooking, prep the rest of your ingredients. Dice the shallots, mince or crush the garlic, open the white wine, rinse your capers, chop your parsley, and slice the lemons for garnish. If you use this time wisely, the dish will come together quickly in the end.
To make the pan sauce, reduce the heat to low. Add 1 teaspoon of oil to the pan. Saute the shallots until soft, but not colored, about 1 minute.
Add the garlic and cook until fragrant, about 30 seconds.
Add the wine and bring to a boil, scraping up any brown bits stuck to the bottom of the pan. Reduce the liquid by half.
Add the chicken stock and bring to a boil. To thicken the sauce, add a splash of stock to the reserved teaspoon of flour and whisk well to dissolve any lumps. Add the flour mixture to the pan, whisking constantly, until the sauce is slightly thickened.
Reduce the heat to a simmer. Stir in the remaining 1 tablespoon of butter.
Add the juice of half a lemon and sprinkle with capers.
Return the chicken and any accumulated juices to the pan.
Taste the dish; season with extra lemon juice, salt and pepper if desired.
To serve, transfer the chicken to a serving platter and spoon the sauce over the top.
Garnish with lemon slices and fresh parsley.
Serve with bulgur wheat and spinach on the side.",en,True,,False,False
butternut squash stuffed mushrooms with goat cheese + balsamic glaze,"['2 c. butternut squash, cubed', '1 tsp. olive oil', '1 tsp. brown sugar', '1 tsp. fennel seeds', '4 portobello mushroom caps, stems removed', '1 garlic clove, minced', '1 tbsp. olive oil', '2 sprigs or oregano or thyme, leaves stripped and roughly chopped', '1/4 c. sun-dried tomatoes in oil, roughly chopped', '1/4 c. Panko breadcrumbs', '1/4 c. goat cheese, crumbled', '4 handfuls of baby kale or arugula', 'juice of 1/2 lemon', '1 tsp. olive oil', '1/4 c. shaved parmesan cheese', 'balsamic glaze']",,"Preheat the oven to 425 F.
In a large bowl, add the butternut squash, olive oil, brown sugar and fennel seeds. Season with salt and pepper. Toss well to combine. Transfer to a rimmed baking sheet and roast for about 15-20 minutes, or until golden. Set aside.
Reduce the oven to 375 F for the mushrooms.
For the mushrooms, combine the minced garlic, olive oil and chopped herbs. Brush the inside of each mushroom cap with the mixture.
For the filling, combine the sun-dried tomatoes and breadcrumbs. Mix well.
To assemble, fill each mushroom with the roasted butternut squash (you will have extra- just eat it) and top with sun-dried tomatoes and breadcrumbs. Dollop with goat cheese. Place the mushrooms into a parchment lined baking tray.
Bake until the mushrooms are tender and the tops are golden brown, about 10-15 minutes.
To serve, dress the baby kale with lemon and olive oil. Transfer the greens to a platter and arrange the stuffed mushrooms on top. Garnish with shaved parmesan cheese and a drizzle of balsamic glaze.",en,True,,False,True
roast chicken dinner & a trip to the farm,"['4 bone in chicken breasts (with skin)', '3 medium russet potatoes, cubed', '1 pint cherry tomatoes, left whole', '5 whole garlic cloves, unpeeled', '10 baby zucchini, sliced in half or 1-2 zucchini cut into large chunks', '1 bunch of fresh thyme', 'olive oil', '1 cup feta (I used block feta, Bulgarian)', 'coarse salt & freshly ground black pepper', '2 tbsp fresh lemon juice', '1/2 tsp dijon mustard', '1/4 cup olive oil']",,"Preheat your oven to 375 F. Grab a skillet and a large roasting pan.
To a large bowl, add the potatoes, tomatoes and garlic cloves. Drizzle with a good coating of olive oil and season with salt and pepper. Spread onto your roasting pan and pop in the oven. They will begin to roast while you make the rest of the dish.
Meanwhile, warm 1 tablespoon of olive oil over medium heat. Season the chicken with salt and pepper. Once the oil is hot add the chicken to the pan. Then throw in about 5 thyme sprigs to infuse the oil. Brown the meat, about 3-4 minutes on each side. You want skin nice and crispy. Transfer the chicken to a plate as you work.
Open the oven and give your potatoes a toss. Add the zucchini, and nestle the chicken in-between the vegetables. Break the feta into large chunks (without crumbling too much) and add to the pan.
Bake for an additional 15-20 minutes or until the chicken is juicy and cooked through.
While that’s cooking, quickly make the vinaigrette. Add the lemon juice and mustard to a small bowl and whisk well. Stream in the olive oil to emulsify and season with salt and pepper.
When you’re ready to eat, serve your chicken directly in the roasting pan with a little vinaigrette drizzled over the top. Have extra on the side too!",en,True,,False,False
Zesty Greek Tortellini Salad With White Balsamic Vinaigrette,"['20-22 oz package of fresh cheese tortellini', '1 pint cherry tomatoes, halved', '1 orange bell pepper, diced', '1 small cucumber, very thinly sliced (use a mandolin if you have one)', 'Big handful of fresh dill, basil & mint', 'Small block of feta', 'Optional ingredients to add: black olives, grilled marinated artichoke hearts, scallions, white beans', '¼ cup white balsamic vinegar', '¾ cup olive oil', 'Generous pinch of salt & pepper, to taste']",,"Cook the tortellini according to the package instructions. Drain and run under cold water to remove any extra starch. Transfer to a large bowl. Coat lightly with olive oil to prevent sticking. Chill before using.
Meanwhile, make the vinaigrette. Add the balsamic vinegar and olive oil to an empty jam jar. Season generously with salt and pepper. Screw the lid on tight, and give it a shake. Set aside.
Right before serving, combine the tortellini, tomatoes, peppers, cucumbers into a large serving bowl.
Thinly slice the dill, basil, and mint and add to the bowl.
Drizzle some of the vinaigrette over the top. Season with salt and pepper, and toss well. Taste and adjust the seasoning/dressing as needed.
Crumble some of the feta over the salad. Toss again.
Serve at room temperature.",en,True,,False,False
red heirloom spinach salad with soy-ginger vinaigrette,"['1 lemon, juiced', '¼ red wine vinegar', '¼ c. soy sauce', '2 heaped tsp. honey', '1-inch piece of ginger, peeled + grated (I use a microplane)', '1 tsp. salt', '½ tsp. freshly ground black pepper', '¾ c. olive oil', '4 large handfuls of red heirloom spinach', '2 clementines', '1 haas avocado', 'sesame seeds']",,"To make the vinaigrette, add the first 7 ingredients to a small bowl. Whisk well to combine. Slowly add the the olive oil to emulsify.
Add the spinach leaves to a large salad bowl.
Peel the clementines and discard the skin. Using a pairing knife, carefully slice away the outer white pith. Cut the clementines into bite-sized chunks.
Peel and pit the avocado. Chop into chunks.
Add the oranges, avocado and sprinkle with sesame seeds.
Toss with vinaigrette to coat.
Serve right away.",en,False,,False,False
