title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Bow Tie Pasta Salad,"['1/2 tsp. kosher salt, plus more for pasta water', '1 lb. bow tie pasta', '1 1/2 c. frozen peas', '1/2 c. mayonnaise', '1/2 c. sour cream or Greek yogurt', '1/4 c. olive oil', '1/4 c. chopped fresh flat-leaf parsley', '3 tbsp. yellow mustard', '2 tbsp. fresh lemon juice', '1 tsp. honey', '1/2 tsp. ground black pepper', '1/2 lb. deli ham, cubed', '1/2 lb. cheddar cheese, cubed', '1 red bell pepper, chopped', '4 green onions, sliced thin']",,"Bring a large pot of salted water to a boil. Add the pasta and cook for 1 minute longer than package directions. In the last minute of cooking, add the peas to the boiling water with the pasta. Drain, rinse with cold water, and let cool.
In a very large bowl, whisk together the mayonnaise, sour cream, oil, parsley, mustard, lemon juice, honey, salt, and pepper until well combined. Fold in the pasta, peas, ham, cheese, bell pepper, and green onion.
Cover and refrigerate until ready to eat.",en,True,,False,False
Carrot Salad,"['3 tbsp. mayonnaise', '3 tbsp. coarse grain Dijon mustard', '3 tbsp. apple cider vinegar', '3 tbsp. honey', '1 tsp. salt', '1/2 tsp. ground black pepper', '2 (10-oz.) bags matchstick carrots', '1 red apple, cut into matchsticks', '1/2 c. chopped toasted pecans', '1/2 c. raisins', '2 tbsp. fresh parsley, chopped']",,"In a medium bowl, stir together the mayonnaise, mustard, vinegar, honey, salt, and pepper for the dressing until smooth.
Add the carrots, apple, pecans, raisins, and parsley to the dressing mixture; toss together to coat. Serve immediately, or refrigerate for up to 1 day.",en,False,,False,True
"Spinach, Feta and Sun-Dried Tomato Strata","['1 tbsp. olive oil, plus more for the pan', '1 small onion, chopped', '1 (10-ounce) bag frozen chopped spinach, thawed and squeezed dry', '1 garlic clove, finely chopped', '1/2 c. sun-dried tomatoes in oil, chopped, plus 1 tablespoon oil from the jar', '1 1/2 tsp. kosher salt, divided', '1 tsp. black pepper, divided', '6 packed cups torn baguette or Italian bread (about 12 ounces)', '2 c. shredded mozzarella cheese', '3/4 c. crumbled feta cheese', '10 large eggs', '3 c. whole milk']",,"Lightly oil the bottom and sides of a 9-by-13-inch baking dish. Heat the olive oil in a medium nonstick skillet over medium-high heat. Add the onion and cook, stirring, until softened and golden, 3 to 4 minutes. Add the spinach, garlic, and sun-dried tomato oil. Cook, stirring, until the spinach is dry and combined with the onion, 2 to 3 minutes. Remove from the heat and stir in the chopped sun-dried tomatoes and ½ teaspoon each salt and pepper.
Spread half of the bread pieces in the prepared baking dish. Top with half of the spinach mixture, then half of each the mozzarella and feta. Repeat the layers. Whisk together the eggs, milk, and remaining 1 teaspoon salt and ½ teaspoon pepper in a large bowl until combined. Pour the egg mixture into the baking dish and gently press down on the bread to submerge it. Cover with foil and refrigerate overnight.
When you’re ready to bake the strata, preheat the oven to 325˚F. Remove the dish from the refrigerator and uncover. Bake until the strata is puffed all over and set, 1 hour 10 minutes to 1 hour 15 minutes. Let stand for about 10 minutes before serving.",en,True,,False,True
Bird's Nest Cookies,"['1 (12-oz.) package chow mein noodles', '1 c. slivered almonds, toasted', '3/4 c. coconut flakes, toasted', '24 oz. white chocolate, roughly chopped', '2 c. creamy peanut butter', '1 (9-oz.) bag candy-coated mini eggs', '1 (3-oz.) package marshmallow chicks']",,"Line 2 baking sheets with parchment paper.
In a large bowl, stir together the chow mein noodles, almonds, and coconut flakes.
Place the chopped chocolate in a medium heat-proof bowl. Fill a small pot with 2 inches of water, place it over medium heat, and bring to a simmer. Set the bowl on top of the pot and adjust the heat to low so the water is at a gentle simmer. Stir the chocolate every so often until it is fully melted. Turn off the heat and stir in the peanut butter until it is completely combined with the chocolate. Carefully move the bowl to the counter, making sure to dry off the bottom of the bowl with a kitchen towel. Pour in the chow mein noodle mixture, gently folding them together using a rubber spatula until fully coated.
For ease and consistent sizing in forming the cookies, use a 2-ounce ice cream scoop; if you do not have a scoop, a 1/4-cup dry measure will also work. Scoop the noodle mixture onto the prepared baking sheets and spread out the scoop a little into a nest shape with your fingers. Be sure to stir the mixture together every so often so it stays evenly combined. Form a little platform in the center of the mound and immediately top with 3 candy-coated eggs or a marshmallow chick. Allow the cookies to completely harden on the baking sheets in the refrigerator, about 30 minutes. Store cookies in the fridge, layered between parchment paper.",en,True,,False,False
Carrot Cake Cheesecake,"['1 c. granulated sugar', '1/3 c. canola oil', '2 large eggs', '1 c. all-purpose flour', '3/4 tsp. baking powder', '1/2 tsp. baking soda', '1/2 tsp. ground cinnamon', '1/4 tsp. kosher salt', '1 c. finely grated carrots', '3/4 c. chopped toasted pecans, plus more for decorating', 'Nonstick cooking spray', '2 (8-oz.) packages cream cheese, at room temperature', '1/2 c. sour cream', '1/2 c. granulated sugar', '1 tbsp. all-purpose flour', '1/4 tsp. kosher salt', '2 large eggs, at room temperature', '2 tsp. vanilla extract']",,"For the cake: Preheat the oven to 350°F. In a large bowl, whisk together the sugar, oil, and eggs. In a separate bowl, whisk together the flour, baking powder, baking soda, cinnamon, and salt. Add the flour mixture to the egg mixture and whisk to combine. Stir in the carrots and pecans, mixing well.
Lightly grease a 9-inch springform pan with nonstick cooking spray. Pour the carrot cake batter into the pan and spread into an even layer. Bake until the edges of the cake are just set and the top is no longer shiny, about 18 minutes. Let cool for 30 minutes.
For the cheesecake: Meanwhile, reduce the oven to 325°F. In the bowl of a stand mixer fitted with a paddle attachment, beat the cream cheese on medium speed until no lumps remain, about 2 minutes. Gradually add the sour cream, sugar, flour, and salt, beating on medium speed until the batter is smooth and creamy, about 1 minute. Scrape down the sides and bottom of the bowl as needed.
Reduce the mixer to medium-low speed and add the eggs, one at a time, beating until just combined after each addition. Continue scraping down the sides and bottom of the bowl as needed. Stir in the vanilla. Set aside.
Starting at the outer edges, carefully and evenly pour the cheesecake batter over the carrot cake, finishing in the center.
Place the pan on a rimmed baking sheet and bake until the edges of the cheesecake are set and the center just barely jiggles when the pan is shaken, 50 to 55 minutes. Transfer the pan to a wire rack to cool completely, about 2 hours. Cover and chill for at least 8 hours.
To serve, run a knife along the sides of the pan to loosen. Remove the sides of the springform pan. Decorate the top of the cheesecake with pecans. Slice and serve.",en,True,,False,True
Easter Punch,"['8 oz. strawberries, hulled and sliced', '2 limes, thinly sliced', '12 oz. strawberries, hulled and sliced', '1 1/2 c. sugar', '3/4 c. fresh lime juice (from about 6 limes)', '3 c. ginger ale', '3 c. sparkling water or seltzer', '12 oz. white rum (optional)']",,"For the ice ring: Set aside a few strawberry and lime slices, then arrange the rest in the bottom of a 10- or 12-cup Bundt pan so they lie flat (they can be mixed together). Slowly pour in 2 cups water and freeze until solid, about 3 hours.
For the punch: In a medium bowl, toss together the strawberries, sugar, and lime juice. Cover and let sit until the juices accumulate, about 40 minutes.
In a blender, purée the strawberry mixture until smooth, then strain through a fine mesh sieve into a large punch bowl. (If serving later, strain into a pitcher and refrigerate for up to 2 days.)
Add the ginger ale, seltzer, and white rum, if using, to the strawberry purée in the punch bowl. Stir to combine, skimming off the excess foam.
Fill a large bowl with 4 inches warm water. Dip the bottom of the Bundt pan in the water for 10 to 15 seconds to loosen the ice ring. Top the pan with a plate and flip to invert the ice ring. Slide the ring into the punch, float the reserved strawberry and lime slices in the punch, and serve immediately.",en,True,,True,True
Candied Carrots,"['1 1/2 lb. medium carrots, cut into 1/4-inch-thick rounds on the bias', '1 1/4 tsp. kosher salt, divided, plus more to taste', '1/4 c. packed light brown sugar', '3 tbsp. salted butter', '2 tbsp. apple cider vinegar', 'Black pepper, to taste', '1/4 c. fresh parsley leaves, chopped']",,"Scatter the carrots in a large skillet and add 1 teaspoon of salt and 1 cup of water. Bring to a rapid simmer over medium heat and cook until the carrots are just tender, about 5 minutes.
Add the brown sugar, butter, vinegar, remaining 1/4 teaspoon of salt, and a few grinds of pepper to the skillet. Increase the heat and boil, tossing the carrots occasionally, until the sauce is reduced to a glaze, 4 to 5 minutes. Sprinkle with the parsley and season with salt and pepper.",en,True,,False,True
Low Sugar Baby’s First Birthday Cake Recipe,"['3/4 cup all purpose flour', '1/4 teaspoon salt', '1/4 tablespoon baking soda', '1/4 tablespoon cinnamon', '1/4 teaspoon ground ginger', '1 egg', '1/4 cup sugar', '1/4 cup oil (I use olive oil)', '2 tablespoons apple sauce', '1/4 tablespoon vanilla extract', '1/3 cup shredded carrot']",,"Preheat oven to 350 and line the bottom of 2 4.5 inch ramekins. Then grease the pans.
Sift all dry ingredients, flour to ginger, in a bowl. In a mixer beat egg and sugar. Add in oil slowly. Beat the egg/sugar mixture on high for about 5 minutes (mixture should increase to almost double in size). Add in apple sauce and vanilla. Using a spatula, fold in dry ingredients then fold in carrots. Bake for about 25 minutes or until a toothpick comes out clean (cupcakes will bake in less time). Let cool then frost with Cashew Cream Icing",en,True,,False,True
Homemade Baby Rice Cereal,"['1/4 cup organic brown rice', '1 cup water', 'blender*']",,"Using a food processor or blender* grind the brown rice until it is a powder (this should take about 1 minutes unless you have a really powerful blender).
You can make the dry brown rice cereal in bulk (like 1 cup of rice at a time) and store it in a jar in your fridge. This stays fresh for a month or so.
While the brown rice is grinding bring 1 cup of water to a boil on the stove. Turn the heat down to the lowest setting and sprinkle 1/4 cup of the ground rice into the water while stirring briskly with a wire whisk. Keep on low heat for about 10 minutes and stir frequently to prevent sticking to the bottom of the pot. When it is done cooking it should look like porridge.
You can store this in the refrigerator for about a week and reheat individual portions (I started with about a tablespoon and gradually increased the amount).
If the porridge is too thick, you may add a bit of warm water before serving it.",en,True,,True,True
Matcha Green Tea Pound Cake Recipe,"['1/4 cup coconut oil (you can also use butter)', '1 cup sugar', '2 large eggs', '1/2 cup vanilla almond milk (you may use regular milk)', '1 cup flour', '1 tablespoon matcha green tea powder', '1 teaspoon baking powder', '1/4 teaspoon salt']",,"Preheat oven to 325 degrees. Spray a loaf pan well or line with parchment paper.
Using a mixer, cream together the coconut oil and sugar.
Add almond milk and eggs, and beat until well combined.
In a separate bowl mix the flour, matcha powder, baking powder, and salt. Add flour mixture to egg mixture and blend until smooth.
Pour batter into prepared loaf pan and bake for 45-50 minutes or until golden brown on the outside and a toothpick comes out clean.",en,True,,False,True
Tzatziki Chicken Salad Recipe,"['1/2 cucumber, diced', '2 cups cooked chicken, shredded', '3/4 cup Greek yogurt, I use whole milk Greek yogurt', '1/4 cup herbs, chopped (combo of mint, basil, parsley and dill)', '1/2 lemon, juiced', '1 clove garlic, minced', 'salt and pepper to taste']",,"Finely dice the half cucumber and sprinkle with salt, then place in a colander over the sink to let the juices drain while you make the rest of the salad.
In a bowl mix together the shredded chicken, yogurt, herbs, lemon juice, and minced garlic.
Stir in the cucumber.
Serve over greens or in a sandwich. Top with feta cheese or extra cucumbers and herbs.",en,False,,False,False
Healthy Angel Food Cake Recipe,"['1 1/3 cups cake flour*', '1 1/4 cup superfine sugar*, divided', '2 cups egg whites', '1/2 teaspoon salt', '1 teaspoon vanilla']",,"Preheat oven to 350 degrees (or 375 for high altitude). Get out a angel food cake tube pan (the one with a hole in the center) but don't grease the pan.
Sift the flour and 1/2 cup of the sugar together.
In a clean stand mixer with the whip attachment, whip the egg whites until foamy. Add in the salt and vanilla, then gradually add in the remaining 3/4 cup sugar and continue to whip until medium peaks are formed.
Fold in the flour mixture in 3-4 additions, using a large wire whisk or a spatula.
Pour batter into the tube pan and bake until the cake springs back when you touch with your fingertips (about 40 minutes).
Let cool inverted (upside-down) for one hour then use a knife to loosen all of the edges before removing from the pan. Once cake is out of the pan, sprinkle with powdered sugar and serve with whipped cream or ice cream and berries.",en,True,,False,True
Cinnamon Roll Challah Bread Recipe,"['2 1/4 teaspoons 1 packet active dry yeast', '3 tablespoons plus 1 teaspoon honey', '1 tablespoon molasses*', '2/3 cup warm water', '1/3 cup olive oil, plus more for the bowl', '2 large eggs', '1 teaspoon sea salt', '4 cups all-purpose flour', '1/2 cup brown sugar', '2 tablespoons granuated sugar', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger*', '1/4 cup butter, melted', '1/4 teaspoon salt', '1 tablespoon molasses*', '1 large egg', '1 tablespoon coarse sugar']",,"Whisk the yeast and 1 teaspoon of honey with the warm water (you can do this in a stand mister or in a large bowl if you're making the bread by hand). Let the yeast stand for a few minutes to proof it until you see that it is foamy (aka alive and working).
Mix in the remaining honey, molasses, olive oil and eggs. With the dough hook attachment or with a wooden spoon (if you're mixing by hand) slowly add in the salt and flour and mix until the dough forms a ball. Knead for 5 to 8 minutes (by hand or with the stand mixer dough hook).
Transfer the dough to an olive-oil coated bowl, cover with plastic wrap, and let rise for 1 hour or until almost doubled in size.
Melt butter then add in the sugars, spices, salt,and molasses. Set aside
Divide the dough into three even balls. Set two aside and roll out the first into a large round circle (10-12 inch diameter). This doesn't have to be perfect. Spread out 1/3 of the ginger/cinnamon filling onto the circle and then roll the circle into a long, tight rope, trapping the filling within. Gently stretch the rope by squeezing it and holding it vertically, letting its own weight stretch it. Repeat with remaining two dough balls.
On a parchment covered baking sheet, lay out all three long ropes side by side. Pinch together all three ropes at one end. Then braid the ropes just as you would normally braid anything. Once you're at the end of the ropes, fold the end under and pinch to seal. If you'd like to make a wreath or round braided bread, then you can pinch the two ends together (pictured above).
Brush with egg wash (and set the egg wash aside for another brushing later) then let rise for another hour.
Preheat oven to 375 degrees. Brush the challah braid again with the egg wash and then sprinkle with coarse sugar.
Bake for 30-35 minutes (center of the loaf should be 195 degrees). If the dough starts to get too brown cover with foil for the last few minutes.",en,True,,False,True
Christmas Cut-Out Sugar Cookies,"['2 cups of all purpose flour', '1/4 teaspoon salt', '1/2 teaspoon baking powder', '1/4 lb. butter, softened (1 stick)', '1 cup sugar', '1 large egg, lightly beaten', '2 tablespoon of brandy, or apple juice', '1/2 teaspoon vanilla extract, or maple syrup', ""3 cups confectioners' sugar*"", '2 egg whites', '5-6 drops of freshly squeezed lemon juice', 'Food Coloring']",,"Sift together the dry ingredients.
Using an electric mixer, cream butter and sugar until light; add the egg, brandy, and vanilla and beat well. Add the dry ingredients a little at a time and mix well until blended. Wrap and chill the dough for at least 30 minutes before rolling.
Preheat the oven to 400 degrees. On a lightly floured board, roll out one third of the dough at a time (keeping the rest in the fridge). Roll to about 1/4 to 1/6 inch thick and cut out with cookie cutters. x
Put shapes on parchment lined (or greased) baking sheets (place in freezer in between batches) and bake for 6-8 minutes, depending on the size of the cookie. Cool on racks.
Once completely cool decorate with Royal Icing.
Mix together the sugar, egg whites and lemon juice. Separate the icing out into however many colors you'd like to have (you can separate into bowls or zip lock bags.
Add food coloring slowly until desired color is attained. If using zip lock bags you can cut off a small bit of the corner of the bag to pipe out the icing onto the cookie.
Decorate the cookies with the icing, then quickly top with sprinkles before it drys.
Store finished (and dried) cookies in a air tight container at room temp for 1 week. Or freeze.",en,True,,False,True
