title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
No-Bake Strawberry Shortcake Cheesecake Bars,"['48 golden oreos (about one package + one sleeve), divided', '10 tablespoons melted butter, divided', '1 tablespoon powdered unflavored gelatin', '2 (8 ounce) packages cream cheese, room temperature', '1 (14 ounce) can sweetened condensed milk', '2 tablespoons fresh lemon juice', '1 tablespoon vanilla extract', '1/2 cup heavy cream', '1 pound fresh strawberries, hulled and chopped', '1 package strawberry gelatin powder , as needed', 'To top:', '1 teaspoon powdered unflavored gelatin', '1 cup heavy cream', '1/4 cup powdered sugar', '1/2 teaspoon vanilla extract', '8 strawberries, halved']",,"Lightly grease or butter a 9 x 13"" baking dish.
Place half of the oreos in a food processor and pulse until fine crumbs form. Add 5 tablespoons of melted butter to the oreo crumbs and pulse again until well-combined and the crumbs are sticking together. Press the crumbs into the prepared baking dish and freeze for 20 minutes.
While the crust sets, prepare the filling. In a small, microwave-safe bowl, sprinkle 1 tablespoon of gelatin over 1/4 cup of cold water. Set aside.
Meanwhile, in a large bowl, beat the cream cheese until fluffy. Add in the condensed milk, a bit at a time, and beat until smooth. Mix in the lemon juice and vanilla extract.
Once the gelatin is set, place it in microwave and heat until gelatin turns to liquid, about 10 seconds. Pour the liquid gelatin mixture into the cheesecake filling mixture and beat to combine. Pour half of the cheesecake mixture into a separate, bowl.
In the bowl of the food processor, process the strawberries until no chunks remain. Pour the strawberry puree into one of the bowls of cheesecake mixture. Mix until well-combined.
Pour the strawberry cheesecake mixture over the chilled oreo crust. Smooth out using the back of a spoon. Place back in the freezer to set slightly.
Add 1/2 cup heavy cream to the second bowl of cheesecake mixture. Mix until well-combined. Once the first cheesecake layer has slightly firmed up, pour this vanilla cheesecake layer over top and smooth. Place back in the freezer.
Pulse the remaining oreos in the food processor until fine crumbs form. Melt the remaining 5 tablespoons of butter and pulse again until all of the crumbs have been coated. Place about 1/4 of the crumbs in a small bowl and pour over the strawberry gelatin powder, a tablespoon at a time. Pinch the crumbs together to incorporate the gelatin powder and create small crumbs. Add strawberry gelatin powder until the crumbs turn a light pink, and then sprinkle both the plain and strawberry-flavored crumbs over the cheesecake. Once fully covered, refrigerate the cheesecake for at least 4 hours, or freeze for at least 1.5 hours.
To top and serve, make stabilized whipped cream. Sprinkle the teaspoon of gelatin over 4 teaspoons of cold water. Allow the mixture to sit for 5 minutes, then microwave the gelatin for 10 seconds, or until liquidy. Beat the heavy cream, powdered sugar, and vanilla in a large bowl until stiff peaks form. Pour in the liquid gelatin and beat until well-combined.
Cut the cheesecake into bars and pipe the stabilized whipped cream in the center of the tops of each bar. Place a halved strawberry on top of each mound of whipped cream and refrigerate until ready so serve.",en,True,,False,False
Carrot Cake Cupcakes with Brown Butter Cream Cheese Frosting,"['1 1/4 cups (156g) all-purpose flour', '1 teaspoon baking soda', '1/2 teaspoon baking powder', '1 teaspoon ground cinnamon', '1/4 teaspoon ground ginger', '1/4 teaspoon ground nutmeg', '1/4 teaspoon kosher salt', '1/8 teaspoon ground cloves', '1/2 cup (120ml) canola oil', '3/4 cup (165g) light brown sugar, packed', '2 large eggs', '1 teaspoon vanilla extract', '1 1/2 cups (180g) freshly grated carrots (about 3 medium carrots)', '1 cup (100g) chopped pecans, divided', '8 oz cream cheese, softened (226g)', '1/2 cup (115g) unsalted butter', '1 teaspoon vanilla extract', '1/4 cup (25g) milk powder', '4 cups (500g) powdered sugar', '1/4 teaspoon kosher salt']",,"MAKE THE CUPCAKES:
Preheat oven to 350°F. Line a 12-count muffin pan with cupcake liners.
Toast the 1 cup chopped pecans and 1/4 cup milk powder on a parchment-lined baking sheet until lightly browned, 5-8 minutes, stirring occasionally. Let cool.
In a medium bowl, whisk together the flour, baking powder, baking soda, cinnamon, ginger, nutmeg, kosher salt and cloves.
In a separate large bowl, whisk together the oil, brown sugar, eggs and 1 tsp vanilla until combined.
Fold the dry ingredients into the wet ingredients alternately with the grated carrots and 1/2 cup of the toasted pecans until just combined. Divide batter evenly between prepared muffin cups, filling them about 3/4 full.
Bake for 22-25 minutes until a toothpick inserted in the center comes out clean or with few crumbs attached. Let cool fully before frosting.
MAKE THE BROWN BUTTER:
Melt the 1/2 cup unsalted butter in a saucepan over medium heat.
Cook, stirring constantly, until butter browns and develops a nutty aroma, 5-7 minutes. Remove from heat and transfer to a heat safe container. Let cool until thickened.
MAKE THE CREAM CHEESE FROSTING:
In a large bowl, beat the cream cheese and browned butter until smooth.
Beat in the 1 tsp vanilla and toasted milk powder.
Gradually beat in the powdered sugar and 1/4 tsp kosher salt until light and fluffy.
Frost cooled cupcakes generously with brown butter frosting. Garnish with remaining 1/2 cup toasted pecans.",en,True,,False,True
The Best Bakery-Style Blueberry Muffins,"['3/4 cup all purpose flour', '1/4 cup granulated sugar', '2 tablespoons light brown sugar', '1/8 teaspoon freshly grated lemon zest', 'Pinch of salt', '4 tablespoons unsalted butter, melted and cooled', '2 cups fresh blueberries, divided, plus more to top', '1 cup + 1 tablespoon granulated sugar, divided', '1 tablespoon lemon juice', '2 1/2 cups + 1 tablespoon all purpose flour, divided', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1 teaspoon salt', '2 large eggs', '3 tablespoons unsalted butter, melted and cooled', '1/4 cup vegetable oil', '1 cup buttermilk', '2 teaspoons vanilla extract']",,"To start, make the streusel topping. Combine 3/4 cup flour, 1/4 cup granulated sugar, 2 tablespoons light brown sugar, 1/8 teaspoon lemon zest, and a pinch of salt. Whisk to combine. Pour in 4 tablespoons of melted butter. Mix until crumbs the size of peas are formed, then set aside.
Preheat the oven to 425°F. Spray a muffin tin lightly with nonstick spray and line with muffin liners.
In a saucepan, heat 1 cup of the blueberries and 1 tablespoon of sugar over medium-high heat. Bring to a boil, reduce to a simmer, and break the blueberries apart with a fork or masher as they cook. Continue to cook until mixture is thickened and reduced by half, about 10 minutes. Remove from heat and stir in the lemon juice. Let cool to room temperature.
Meanwhile, combine 2 1/2 cups flour, 2 teaspoons baking powder, 1/2 teaspoon baking soda, and 1 teaspoon salt. In a separate bowl, whisk together 1 cup sugar, the eggs, vegetable oil, melted butter, buttermilk, and vanilla extract until well-combined.
Gently use a spatula to fold the wet ingredients into the dry ingredients, being careful not to over-mix. It's okay to have some small clumps of flour.
In a small bowl, toss the blueberries with the remaining tablespoon of flour until lightly coated. Fold into the muffin batter. Use an ice cream scoop to evenly divide the batter between 12 muffin cups (the mixture should fill all the way to the tops). Spoon the blueberry syrup mixture on top of each mound of muffin batter, then use a toothpick to swirl into the batter.
Top generously with the streusel mixture. You might have more than you need.
Bake for 15 minutes, then reduce heat to 375°F (but don't open the oven to check!) and continue to bake for 10 more minutes, or until golden. While the muffins are still warm, press additional blueberries onto the tops, if desired. Let cool in the muffin tin.",en,True,,False,True
No-Bake Mint Chocolate Zebra Cheesecake,"['25 mint oreos', '4 tablespoons unsalted butter, melted', '2 packets (2 1/2 teaspoons each) unflavored gelatin powder', '6 tablespoons cold water', '2 (8-ounce) packages cream cheese, softened at room temperature*', '2 cups heavy cream', '1/2 cup milk', '1 cup granulated sugar', '1/4 cup dark cocoa powder', '1-2 teaspoons mint extract', 'Green food coloring, as needed, optional', 'Stabilized whipped cream, andes mints, and fresh mint leaves, to garnish, optional']",,"In the bowl of a food processor, process the oreos to fine crumbs. Add the melted butter and continue to process until moist and well-combined.
Dump the oreo crumb mixture into a 9-inch springform pan. Press the crumbs smoothly and evenly into the bottom of the pan using the back of a spoon. Refrigerate while you make the filling.
In a small bowl, sprinkle the gelatin powder over 6 tablespoons of cold water. Allow to sit until dissolved and re-solidified. Microwave for 30 seconds, or until liquidy.
In a large bowl, combine the cream cheese, heavy cream, milk, granulated sugar, and gelatin mixture and mix until smooth. Pour about half of the batter into a separate bowl.
Add the dark cocoa powder to one of the bowls and whisk until well-combined and dark brown. Add the mint extract and green food coloring, as needed, to the other bowl and whisk until well-combined and light green. (The batter should be relatively thin and smooth. See note!)
Use an ice cream scoop to dollop scoopfuls of the batter in the center of the oreo crust, alternating between brown and green. Use a knife, skewer, or toothpick to drag through the rings and create designs in the very top of the cheesecake, if desired.
Refrigerate until set, about 3 hours, then garnish with whipped cream, andes mints and fresh mint leaves, if desired.",en,True,,False,False
Amaretto-Matcha Christmas Pound Cake,"['3 (16-ounce boxes) pound cake mix, plus necessary listed ingredients', '2-3 tablespoons Aiya America cooking grade matcha', '1 cup amaretto, or to taste, divided', '1/4 cup (1/2 stick) unsalted butter, softened to room temperature', ""3 cups confectioners' sugar"", '2 tablespoons heavy whipping cream, or as needed', '2 ounces slivered almonds', 'Sugared cranberries, to top, optional', 'Fresh mint, to top, optional']",,"Prepare the first box of pound cake according to directions, but replace up to 1/3 cup of the liquids with amaretto (or add in 2 tablespoons of amaretto if no liquid ingredients are called for), and add in 2-3 tablespoons of matcha, depending on how strong you'd like the matcha flavor to be.
Prepare and bake in a 9x5-inch loaf pan according to the directions. Let cool completely. Cut the matcha pound cake into large slices and use a small* Christmas tree cookie cutter (or cookie cutter of your choice) to cut shapes from the pound cake. Place the cut-outs on a baking sheet, cover, and freeze for at least 2 hours. This will help the cut-outs to keep their shape and prevent over-baking.
Prepare a second box of cake mix the same way you did the first, but without matcha this time. Butter and flour the loaf pan and spread a near-paper-thin layer of the new batter at the bottom, just to help the cut-outs stand upright. Any more than just a teeny tiny bit of batter will expand and push the cutouts up too much, so make sure to keep it thin. Then, align the cutouts down the center of the pan, making sure there's no space between them. Leave space around the edges so the cutouts are not visible from the front or back of the cake.
Fill the rest of the way with the batter. Depending on the size of your cut-outs, you may need to make the second box of pound cake mix and use some to finish covering the cut-outs. Be careful not to overfill the pan, but be sure to cover the tops of all of the cut-outs fully.
Bake until a skewer inserted into the base comes out clean. Usually this will take slightly longer than the package directions imply, so don't worry, just test every 10 minutes after the package-stated time has passed.
As the cake bakes, prepare the amaretto frosting. In a large bowl, cream the butter with a hand-mixer until light and fluffy. Beat in the confectioner's sugar and then add amaretto, a bit at a time, tasting and adjusting until flavored as desired. If needed, mix in heavy whipping cream to thin. Set aside.
As the cake cools, spread the slivered almonds on a large baking sheet. Bake at 350°F for 3-4 minutes, then mix. Bake for another minute, or until toasted. Let cool.
When the cake has fully cooled, spread the amaretto frosting over the top. Gently press slivered almonds into the frosting and top with sugared cranberries and mint, if desired. Serve.",en,True,,False,False
Champagne Punch,"['2 cups berries (e.g. raspberries and blackberries), plus more to serve', '2 cups sliced citrus (e.g. oranges, limes, and lemons), plus more to serve', '1/4 cup fresh mint leaves, plus more to serve', '1 cup triple sec', '1 cup brandy', '3/4 cup chambord raspberry liqueur', '1 cup unsweetened pineapple juice, chilled', '1 cup cranberry juice, chilled', '1 quart ginger ale, chilled', '2 (750ml) bottles dry champagne, chilled']",,"In a bundt pan or large bowl, layer the berries, citrus, and mint for the ice ring. Pour in just enough water to cover, and transfer to the freezer until solid, about 4-5 hours.
When ready to serve, combine the triple sec, brandy, chambord, juices, and champagne in a large punch bowl.
Run the outside of the bundt pan or bowl under warm water to help release the ice ring. Place in the punch bowl.
Top with additional fruits and mint, and serve.",en,True,,False,False
Slow Cooker Hot Chocolate,"['1 1/2 cups semi-sweet chocolate chips', '1/4 cup cocoa powder or dutch cocoa powder', '1 (14 ounce) can sweetened condensed milk', '6 cups half-and-half', '1 teaspoon vanilla extract', 'Flavored liqueur, to serve (optional)', 'Whipped cream, mini marshmallows, chocolate syrup, chocolate shavings, and/or candy canes, to serve (optional)']",,"Combine the chocolate chips, cocoa powder, condensed milk, half-and-half, and vanilla extract in a slow cooker. Stir to combine.
Cook, covered, until everything is melted, stirring occasionally, about 2 hours on low.
Set to warm. Serve with flavored liqueurs and toppings, if desired.",en,True,,False,True
Apple Cider Sangria,"['4 apples, cored and thinly sliced', '1 pear, thinly sliced', '1 orange, cut into thin wedges', '3 whole cinnamon sticks, plus more to serve', '2 cups apple cider', '1/2 cup whisky', '1 (750ml) bottle white wine, such as pinot grigio', '1/2 cup warm caramel', '1/4 cup cinnamon-sugar', 'Ginger ale, to top', 'Fresh mint leaves and star anise to garnish, optional']",,"Fill a large pitcher with the sliced fruit. Top with the whole cinnamon sticks, and then pour over the apple cider, whisky, and wine.
Stir the mixture until well-combined and refrigerate until ready to serve. Refrigerating for at least 2 hours will allow the flavors time to marry.
Before serving, dip the rim of each glass in the caramel and then in cinnamon-sugar.
Pour the sangria 3/4 of the way up the glass and top with ginger ale. Garnish with additional cinnamon sticks, mint leaves, and star anise, if desired. Serve.",en,False,,True,True
Coconut Mojitos,"['6 mint leaves, plus more to garnish', '1/2 lime, cut into wedges, plus more to garnish', '1 teaspoon light brown sugar', '1.5 ounces (1 shot) white rum', '1.5 ounces (1 shot) coconut rum', '2 ounces (1/4 cup) cream of coconut', 'Ice', 'Seltzer water or club soda, to top']",,"Add the mint leaves, lime wedges, and light brown sugar to a cocktail shaker. Muddle, then pour in the rums and cream of coconut.
Fill the shaker with ice, then seal and shake vigorously until chilled and well-combined.
Strain into an ice-filled glass and top with seltzer water or club soda. Garnish with additional lime and mint. Serve immediately.",en,True,,False,True
How to Brown Butter,['1 stick (8 tablespoons) unsalted butter'],,"Melt the butter
Cut the stick of butter into tablespoon portions and place in a light-colored skillet or saucepan over medium heat. Allow the butter to melt completely.
Let it brown
Continue cooking, stirring frequently with a heat-proof utensil, as the milk solids start to brown. This should take 3-5 minutes from the time the butter fully melts. Once the butter takes on a nutty aroma and turns a light golden brown color with flecks of toasted brown milk solids, immediately remove from heat.
Get ready to use
Carefully pour the browned butter into a heat-proof bowl, leaving any blackened bits behind in the pan. Allow the browned butter to cool for 5 minutes before using in recipes. It can be stored in an airtight container in the fridge for up to 2 weeks.",en,True,,False,True
Green Goddess Dressing,"['1 1/2 cups whole milk Greek yogurt (or sour cream + mayonnaise)', '1 cup packed fresh basil leaves', '1/2 cup packed fresh parsley leaves', '1/2 cup packed fresh dill', '4 sprigs green onion', '2 cloves garlic', '1/4 cup white wine vinegar', '1/4 cup olive oil', '2 teaspoons anchovy paste (optional)', '2 teaspoons dijon mustard', 'Kosher salt and black pepper, to taste']",,"In the bowl of a food processor, combine all the ingredients. Process until well blended and smooth, scraping down the sides as needed. The dressing should be thick but pourable. If too thick, add water, 1 tablespoon at a time, to thin it out.
Taste and adjust seasonings. Transfer dressing to an airtight container and refrigerate for at least 30 minutes to allow flavors to meld.",en,False,,False,False
