title,ingredients_raw,ingredients_processed,instructions,language,heat_processed,cuisine_tags,vegan,vegetarian
Homemade Lemonade (& More Recipes!),"['1 1/2 cups fresh squeezed lemon juice (7 to 8 large lemons)*', '1 cup granulated sugar', '7 cups water, divided', 'Ice', 'Fresh mint, for garnish (optional)']",,"Juice the lemons.
Add the sugar and 1 cup warm water to a large pitcher and stir until it is dissolved.
Add 6 cups cold water and lemon juice. Add ice and serve.",en,True,,True,True
Green Juice Recipe (Easy & Delicious!),"['1 cup water', '2 medium apples, cut into chunks', '3 cups baby spinach leaves (or chopped spinach or baby kale)', '2 celery ribs, roughly chopped', '1/2 cucumber, peeled and roughly chopped', '1/2 tablespoon fresh squeezed lemon juice', 'Optional: 1/2-inch piece ginger, peeled', '1 cup ice']",,"Wash the produce.
Add the water, apples, spinach, celery, cucumber, and lemon juice to a blender. Blend until smooth.
Add 1 cup ice and blend again. Pass the mixture through a medium or fine mesh strainer / sieve or nut milk bag into a bowl (medium mesh contains some of the fiber in the juice; fine mesh makes it completely clear). Pour into a glass and serve, or refrigerate until serving (or up to 24 hours).
Juicer variation
To make this in a juicer, simply pass all the produce through a juicer, then refrigerate and chill until cold (omit the water and ice).",en,False,,False,False
Easy Fruit Smoothie Recipe,"['2 cups frozen strawberries OR any frozen fruit: mango, pineapple, blueberries, etc.', '1 banana (room temperature)', '1/4 cup Greek yogurt*', '1 cup milk (or almond milk or oat milk)', '1 1/2 tablespoons maple syrup, honey, or agave syrup', '1/2 cup ice']",,"Place all ingredients in a blender, breaking the banana into pieces. Blend until creamy and frothy, stopping and scraping down the sides as necessary. Serve immediately or store in a covered jar in the refrigerator for 2 days.",en,False,,False,True
Peanut Butter Banana Smoothie,"['2 medium ripe frozen bananas (sliced and frozen at least 1 1/2 hours)', '¼ cup Old Fashioned oats', '3 tablespoons peanut butter (creamy and unsweetened)', '3/4 to 1 cup milk of choice (dairy, oat milk or almond milk), plus more to taste', '½ teaspoon vanilla extract', '1 tablespoon pure maple syrup (or honey), plus more to taste', '1 cup ice', 'Protein adder: 1 scoop vanilla protein powder, optional*']",,"If you haven’t already, slice the bananas and freeze them for at least 1 ½ hours until solid.
Blend all ingredients in a blender, starting on the low end of the milk and adding small amounts more until it blends together. Taste and add additional maple or honey if desired.",en,False,,False,True
25 Great Coffee Drinks,"['4 ounces (½ cup) strong dark roast coffee (like Moka Pot)', '4 ounces (½ cup) steamed whole milk (or oat milk for dairy free)']",,"Make coffee using a Moka Pot, or strong dark roast coffee using your method of choice (French press, Chemex, Aeropress, or other).
Steam the milk with an espresso machine (stretching the milk to 20 to 25% in height), or froth the milk with a frother, French press or whisk.
Pour the coffee in a cup. Add the steamed milk and serve immediately.",en,True,,False,True
How to Make Coffee (Hot or Cold!),"['Coffee beans', 'Water']",,"Pourover coffee
Go to Perfect Pour Over Coffee.
French press
Go to French Press Coffee.
Cold brew
Go to Cold Brew Coffee (or French Press Cold Brew).
Iced coffee
Go to Iced Coffee (or Chemex Iced Coffee or French Press Iced Coffee).
Espresso
Go to How to Make Espresso (or French Press Espresso).
Moka pot
Go to Moka Pot Coffee.
Aeropress
Go to Aeropress Coffee.",en,False,,True,True
How to Make Espresso,"['9 grams espresso roast coffee for single shot, 18 grams for a double shot', 'Espresso machine (or see alternative methods in the note below!)', 'Knock box']",,"Grind the coffee until it’s very fine ground. Different roasts and brands of beans will require a different grind for your machine. You may need to do a few test runs to get it dialed in just right.
Pack and tamp the coffee grounds
Add the coffee grounds to the espresso basket (portafilter) until it’s slightly heaping over the top. Use the tamper to press the grounds evenly into the portafilter, pressing very firmly until it is fully compressed. It’s useful to have something to press onto for tamping so that you don’t damage the counter or filter. Place the portafilter on a folded towel before tamping, or the best tool is the ledge of a knock box (you can also use it to discard the used grounds). It’s important for the coffee grounds to be as even and straight as possible to get the best espresso shot.
Pull the shot
Place the portafilter in the espresso machine and press the button to pull the shot. Most home espresso machines have an automatic option for this. A well-pulled shot will last around 25 to 30 seconds and have deep espresso flavor with a nice crema (foamy topping).
Consider any adjustments
It takes a while to hone in the grind of the coffee and the tamping process. Don’t worry if it’s not exactly right the first time! If you find that the shot is watery, use slightly more coffee grounds or use a finer grind on the coffee. If the shot takes longer than 30 seconds, reduce the amount of coffee grounds or use a coarser grind on the coffee.",en,True,,True,True
French Press Coffee,"['70 grams coffee, about 1 cup ground coffee beans', '4 cups filtered water* (950 grams)', '8-cup / 34-ounce (1 liter) French Press']",,"Grind the coffee beans to a medium grind using a coffee grinder (a burr grinder is most consistent but not required). The size of grind is important: if it’s too fine it can create sediment; if it’s too coarse it’s not flavorful enough.
Heat the water to hot but not boiling (200 to 205 degrees Fahrenheit) using an electric kettle, or bring it to a boil on the stovetop and then let it sit for 1 minute to decrease in temperature.
Add coffee grounds
Add the coffee grounds to the bottom of the pot.
Let coffee bloom for 1 minute
Add hot water to the height of the coffee and stir with a spoon. Set a timer and wait for 1 minute.
Add water and brew 4 minutes
Fill the French press to the top (just below the spout) and stir again. Set a timer and wait for 4 minutes.
Plunge
Place the lid on the French press and slowly press the plunger all the way down. Serve immediately. Tip: If the plunger is hard to press, use a more coarse grind of coffee the next time. If it presses very easily, make the coffee grounds a bit finer.",en,True,,True,True
Cold Brew Coffee (Easy Tutorial!),"['1 1/2 cups dark roast coffee, medium coarse ground', '6 cups room temperature filtered water', 'Equipment: Large covered jar, strainer, clean towel or cheesecloth']",,"Grind the coffee to a medium coarse grind.
Mix coffee ground and water
Place the water in a large jar. Add the coffee grounds to the water. Twist on the top of the jar, and mix by shaking the jar a few times.
Refrigerate 24 hours:
Refrigerate the cold brew coffee for 24 hours.
Strain the coffee
Place a strainer over a clean jar, and line it with a clean towel or cheesecloth. Strain the coffee into the clean jar. Discard all coffee grounds. Place the cold brew concentrate back into the pitcher and refrigerate. Store refrigerated up to 1 week.
Serve
To serve, dilute 1/2 cup cold brew concentrate with 1/2 cup water. If serving with ice, use the ice with 1/2 cup cold brew concentrate with 1/4 cup water.",en,False,,False,True
Iced Coffee,"['1/2 cup cold brew coffee concentrate (or purchased cold brew), strong coffee, or Moka Pot coffee', '2 tablespoons milk, creamer, oat milk, or almond milk', '1 teaspoon maple syrup or simple syrup', '1 cup ice']",,"Make the strong coffee and let it cool to room temperature, or purchase or make cold brew coffee.
Fill a glass with ice. Pour in the cold brew coffee concentrate (not diluted), milk, and maple syrup. Mix and enjoy!",en,True,,False,True
Classic Irish Coffee,"['6 ounces hot coffee', '1 teaspoon sugar', '1 1/2 ounces Irish whiskey: Jameson or other', 'Sweetened whipped cream, whipped to soft peaks (or vegan whipped cream for dairy-free)']",,"Make the coffee, using your favorite method.
Make the homemade whipped cream, making sure to whip to soft peaks.
Add the coffee to a glass or Irish coffee mug, leaving about an inch at the top for cream. Stir in the sugar and whiskey until the sugar dissolves.
Gently float the whipped cream on top using the back of a spoon.",en,False,,False,True
How to Make Coffee without a Coffee Maker,"['3 tablespoons ground coffee (medium coarse ground)', '1 pinch salt (optional but recommended to reduce bitterness)', '¾ cup (6 ounces) boiling water']",,"Boil the water.
Add the coffee and salt to a small pot, jar, or coffee mug (if not straining; see step 2). Add enough boiling water to just wet the grounds and let sit for 30 seconds. After 30 seconds, fill the mug with boiling water and stir.
Wait 4 minutes.
Strain out the grounds: If you don’t have a strainer, dribble a bit of cold water across the top of the hot coffee, which makes the grounds sink to the bottom*. But this works best with a strainer (or a clean sock!): use it to strain the coffee into a mug. Enjoy immediately.",en,True,,True,True
Latte Art (The Basics!),"['2 espresso shots (2 ounces)', '4 ounces steamed milk']",,"Prep for the latte art
Grind and tamp the espresso, but don’t pull it. Store your milk jug in the refrigerator: the colder the milk is the more time you have to get the right texture. Or, rinse it in very cold water, dry and refrigerate for a few minutes. Fill your milk jug to just below the spout, about 3/4 cup, using very fresh whole milk (or oat milk for vegan).
Make the espresso
Use an espresso machine to make two shots of espresso and pour it into a mug.
Steam the milk
Heat the steam wand. Once prepared, place the wand just below the surface of the milk about 1/2 inch from the side, tilting the jug slightly. Keep it in that position for about 5 to 10 seconds, stretching the milk by about 30% in height, with very slight movements up and down. Once stretched and slightly foamy, lower the nozzle about another 1/2 inch and tilt the pitcher just enough to get a spinning vortex, which incorporates the foam, turning it into a velvety microfoam. Keep that still and spinning until the temperature is about 150 degrees Fahrenheit. (Using a pitcher with a temperature sticker is very helpful.) Turn off the steam before removing the wand from the jug. Wipe the wand with a clean cloth. Turn it on for 1 second to purge the nozzle. Tap and swirl the pitcher to incorporate any bubbles on top. The final texture should look like wet paint or melted ice cream, smooth and velvety. You’ll use only about half of this quantity and can discard the rest (see the * note below).
Make the latte art (watch the video first!)
Tap the milk container on counter and swirl it to break down any large bubbles. Hold the jug a few inches above the coffee and pour in enough milk to fill the mug about halfway, swirling to incorporate the milk. Then lower the jug all the way to the surface. Tilt the mug 45 degrees towards yourself. Pour the milk into the center of the mug while jiggling the jug left to right to make the heart design (for the leaves), then lift and make another smaller heart design on top (the tulip flower). When the mug is almost full, lift the jug and draw a line through the center to make the stem. Make sure to watch the entire video several times to see how to form the tulip shape. This takes practice to perfect (it took us months!). Good luck and let us know any questions in the comments below.",en,True,,False,True
Kahlua Coffee,"['1 cup (8 ounces) coffee', '2 tablespoons (1 ounce) Kahlua', '1 drizzle heavy cream (optional)']",,"Make 1 cup coffee using your favorite method (try Chemex, Aeropress, or an Americano with 2 ounces extra water).
Add the Kahlua and cream and stir. Enjoy immediately!",en,False,,False,True
How to Make an Americano,"['2 ounces (2 shots) espresso*', '4 ounces hot water']",,"Make the espresso:
Make the espresso using an espresso machine, manual espresso maker, French press, or Moka Pot. Go to How to Make Espresso for instructions.
Add hot water
Heat water using your espresso machine or in a tea pot to about 190 degrees Fahrenheit. Pour it into the espresso. Enjoy!",en,True,,True,True
How to Make Cappuccino,"['2 espresso shots (2 ounces)', '4 ounces (1/2 cup) fresh whole milk*']",,"Make the espresso
Use an espresso machine to make two shots of espresso and pour it into a mug (or try our Aeropress Espresso).
Steaming method (espresso machine)
Place the milk in a pitcher. Hold the steaming wand just below the surface of the milk until it doubles in size and is very foamy. Lower the steaming wand slightly until the milk reaches 150°F (use a thermometer or judge by when your hand can’t hold the pitcher for more than a few seconds).
OR, heat the milk to scalding and foam it (without espresso machine)
Heat the milk to 150°F, which is hot to the touch but not simmering. Measure with a food thermometer, or you can approximate by testing with your finger. Use a milk frother, French press or whisk to froth the milk until it’s very foamy. For a cappuccino you’ll want a good amount of froth: you’re going for 1/3 espresso, 1/3 steamed milk and 1/3 foam. We highly recommend reading How to Froth Milk if this is your first time frothing. For the French press method, note that it’s useful to have at least 1 cup to have more milk to work with: this makes enough for 2 drinks.
Serve
Swirl the milk container a few times. Pour milk and foam into center of the espresso.",en,True,,False,True
How to Make a Macchiato,"['2 espresso shots (2 ounces)', '2 ounces (1/4 cup) whole milk foam*']",,"Make the espresso
Use an espresso machine or manual espresso maker to make one shot of espresso* and pour it into a mug (or try our Aeropress Espresso).
Steam the milk (espresso machine) or heat the milk to scalding
Start with 1/2 cup milk (you’ll only use 1/4 cup foam.) Heat the milk to 150 degrees Fahrenheit, which is hot to the touch but not simmering. Measure with a food thermometer, or you can approximate by testing with your finger.
Froth the milk
Use the espresso machine or a milk frother, French press or whisk to froth milk into small, even bubbles. You’ll want lots of “dry foam” for a macchiato: the fluffy stuff! The milk frother is great for this type of foam. We highly recommend reading How to Froth Milk if this is your first time frothing.
Spoon the foam on top
Use a spoon to remove the top of the foam (dry foam) and gently place it on top of the espresso. You should use about 1/4 cup foam for one drink.",en,True,,False,True
How to Make a Mocha,"['2 espresso shots (2 ounces)', '1 tablespoon chocolate chips', '4 ounces (1/2 cup) fresh whole milk*', '1/2 tablespoon maple syrup (or simple syrup)', 'For the garnish: chocolate shavings']",,"Make the espresso
Make a doubleshot of espresso, following the instructions in How to Make Espresso. Place the chocolate chips into the mug and pour the espresso on top.
Steaming method (espresso machine)
Place the milk and syrup in a pitcher. Hold the steaming wand just below the surface of the milk until it doubles in size and is very foamy. Lower the steaming wand slightly until the milk reaches 150 degrees Fahrenheit (use a thermometer or judge by when your hand can’t hold the pitcher for more than a few seconds). Go to How to Steam Milk for full instructions.
Foaming method (without espresso machine)
Heat the milk and syrup to 150 degrees Fahrenheit, which is “scalding”: hot to the touch but not simmering. Measure with a food thermometer, or you can approximate by testing with your finger. Use a milk frother, French press or whisk to froth the milk until it’s very foamy (or shake it in a covered jar). For a mocha you’ll want a good amount of froth. We recommend reading How to Froth Milk if this is your first time frothing. For the French press method, note that it’s useful to have at least 1 cup to have more milk to work with: this makes enough for 2 drinks.
Serve
Swirl the milk container a few times. Pour milk and foam into center of the chocolaty espresso. If desired, top with chocolate shavings for garnish.",en,True,,False,True
Iced Cappuccino,"['1 doubleshot espresso (2 ounces or 1/4 cup)', '1 ounce milk of choice (2 tablespoons)', '1 teaspoon simple syrup or maple syrup', '1 recipe Cold Foam', 'Cinnamon, for garnish (optional)']",,"Make the espresso using your desired method: go to How to Make Espresso.
Make the Cold Foam.
Stir together the espresso, milk, and syrup in a glass, and fill it with ice. Top with cold foam and sprinkle with cinnamon, if desired.",en,False,,False,True
Perfect Iced Latte,"['2 shots espresso (2 ounces)', '1 teaspoon maple syrup (or simple syrup)', '1/4 cup whole milk (or oat milk for vegan)', 'Ice (try clear ice!)']",,"Make the espresso using an espresso machine, manual espresso maker, French press, or Aeropress.
Froth the milk
Use one of the following methods:
Milk frother
Use a handheld milk frother, which makes the frothiest milk. Place the milk in a tall container. Hold the container at an angle and turn on the frother. Move the frother up and down until foamy bubbles form, about 20 seconds or so. It’s easiest to use at least 1/2 cup milk (use the remainder for another iced latte).
French press
Add the milk to a French press and pump using quick, short plunges until foamy bubbles form, about 30 seconds. It’s easiest to use 1/2 cup to 1 cup milk (use the remainder for more iced lattes).
Add the espresso to ice-filled glass. Stir in the maple syrup and top with the frothed milk. Enjoy immediately.*",en,True,,False,True
Iced Mocha,"['2 shots espresso or strong coffee (2 ounces or ¼ cup)', '1 tablespoon chocolate chips (or white chocolate chips for an Iced White Chocolate Mocha)', '1 tablespoon simple syrup (or chocolate syrup)', '1/4 cup milk (or oat milk for vegan)', 'Ice']",,"Make the espresso: Make the espresso using an espresso machine, manual espresso maker, French press, or Moka Pot. Go to How to Make Espresso for instructions.
Shake: Place the hot espresso and chocolate chips in a covered jar: vigorously shake until melted. Pour into an ice filled glass.
Froth the milk: Rinse out the jar. Place the milk and simple syrup back into the jar, cover and shake until foamy.
Serve: Top the chocolate espresso with the frothed milk. Enjoy immediately.",en,True,,False,True
Pan Seared Chicken Breast,"['2 boneless skinless chicken breasts or 4 cutlets (about 1 pound, organic if possible)', '1 to 1 ¼ teaspoons kosher salt', '½ teaspoon each garlic powder, onion powder, dried oregano, and smoked paprika', 'Freshly ground black pepper', '2 tablespoons olive oil']",,"If you buy the chicken as breasts that are not already butterflied or in cutlets, butterfly the chicken by placing your hand over the top of each chicken breast and using a sharp knife to carefully slice the breast horizontally, leaving the edge intact so it can open up like a book. Unfold the breast like a book, then cut along the fold to separate the two halves.
Pat the chicken dry with a paper towel and sprinkle on both sides with the kosher salt (use 1 1/4 teaspoons if the chicken is closer to 1 1/2 pounds). In a small bowl, mix the garlic powder, onion powder, oregano, smoked paprika, and a few grinds of black pepper, then sprinkle over the chicken.
Add the olive oil to a large stainless steel or cast iron skillet and heat over medium high heat. Add the chicken and cook for 3 to 5 minutes per side, until browned on both sides. When the internal temperature is 165°F or the center is no longer pink, remove to a plate. Rest 5 minutes before slicing (if desired) and serving. Leftovers last up to 3 days refrigerated.",en,True,,False,False
Chicken Tacos,"['2 boneless skinless chicken breasts or 4 cutlets (1 to 1 ½ pounds, organic if possible)*', '1 to 1 1/4 teaspoons kosher salt', '1/2 teaspoon smoked paprika or sweet paprika', '1/2 teaspoon oregano', '1/2 teaspoon garlic powder', '1/4 teaspoon onion powder', '1/4 teaspoon cumin', '1/4 teaspoon black pepper', '1/8 teaspoon celery seed', '1/8 teaspoon cayenne', '2 tablespoons olive oil', '1 cup sour cream or Mexican crema (or ¾ cup Greek yogurt plus ¼ cup mayonnaise)', '2 tablespoons lime juice, plus the zest of ½ lime', '1 small garlic clove, minced', '¼ teaspoon kosher salt', 'Guacamole', 'Red onion, minced (or pickled red onions)', 'Cilantro, finely chopped', 'Shredded lettuce or slaw (optional)', 'Cotija, queso fresco, or feta cheese, crumbled (optional)', '8 small flour or corn tortillas']",,"Pat the chicken dry with a paper towel. Season the chicken with the salt (if you’re using 1 1/2 pounds, use 1 1/4 teaspoons salt). In a small bowl, mix the seasonings together. Sprinkle both sides of the chicken with the seasoning mix. (If desired, you can do this up to 12 hours in advance and allow the chicken to sit marinate before cooking.)
Stovetop instructions:** Add the olive oil to a large skillet and heat over medium heat. Add the chicken and cook until browned (and seasoning is starting to blacken), on both sides, about 4 to 5 minutes per side. When the internal temperature is 165°F or the center is no longer pink, remove to a plate and rest for 3 minutes. Then slice the chicken into strips.
Make the lime crema by stirring all ingredients together in a small bowl. Refrigerate for up to 2 weeks.
If desired, char the tortillas by placing them on an open gas flame on medium for a few seconds per side, flipping with tongs, until they are slightly blackened and warm. Or warm them in a skillet or in the oven (see How to Warm Tortillas).
To make the tacos, spread guacamole onto a warm tortilla, then top with chicken strips, red onion, cilantro, cheese, and lime crema. Leftover chicken stores up to 3 days refrigerated.",en,True,,False,False
